form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00542621,500532790,,,CCM,Menendez for Senate,,,,,,PO Box 32248,,Newark,NJ,071020648,P2024,,2023-09-05,3300.00,0.00,Contribution,,C00264564,,,Menendez,Robert,,,,S,NJ,00,,,,,,,,
SB23,C00542621,500532731,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2023-09-22,3300.00,0.00,Contribution,,C00431056,,,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB23,C00542621,500517034,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-07-05,3300.00,0.00,Contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,
SB23,C00542621,500629994,,,CCM,TED LIEU FOR CONGRESS,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,P2024,,2023-11-05,1000.00,0.00,Contribution,,C00556506,,,LIEU,TED,,,,H,CA,33,,,,,,,,
SB23,C00542621,500532715,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,332432250,P2024,,2023-08-22,3300.00,0.00,Contribution,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,,,,,,,,,
SB23,C00542621,500630006,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2023-12-11,3300.00,0.00,Contribution,,C00412304,,,TESTER,R. JON,,,,S,MT,00,,,,,,,,
SB23,C00542621,500630007,,,CCM,ROSEN FOR NEVADA,,,,,,1000 N Green Valley Pkwy,Ste 440 Pmb 177,Henderson,NV,890746172,G2024,,2023-12-11,3300.00,0.00,Contribution,,C00606939,,,ROSEN,JACKY,,,,,NV,03,,,,,,,,
SB23,C00542621,500532787,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2023-09-05,3300.00,0.00,Contribution,,C00264697,,,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00542621,500630008,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO Box 4146,,Saint Paul,MN,551040146,G2024,,2023-12-11,3300.00,0.00,Contribution,,C00410191,,,Klobuchar,Amy,,The Hon.,,S,MN,,,,,,,,,
SB23,C00542621,500532788,,,CCM,Angus King for U.S. Senate,,,,,,PO Box 368,,Brunswick,ME,040110368,P2024,,2023-09-05,3300.00,0.00,Contribution,,C00516047,,,King,Angus,,,,S,ME,00,,,,,,,,
SB23,C00542621,500532789,,,CCM,Whitehouse for Senate,,,,,,PO Box 40280,,Providence,RI,029400280,P2024,,2023-09-05,3300.00,0.00,Contribution,,C00410803,,,Whitehouse,Sheldon,,,,S,RI,00,,,,,,,,
