form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00418582,SB29.8990,,,CCM,Charlie Miller for NC House,,,,,,204 Frink Ave,,Southport,NC,28461,P2024,,2023-11-10,2000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8992,,,CCM,Citizens for Destin Hall,,,,,,606 College Ave SW,,Lenoir,NC,28645,P2024,,2023-11-10,4000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8989,,,CCM,Committee for Dr. Tim Reeder,,,,,,1413 Fox Hollow Drive,,Ayden,NC,28513,P2024,,2023-11-10,3500.00,,Contribution,011,,,,,,,,,H,NC,,,,,,,,,
SB29,C00418582,SB29.8978,,,CCM,Committee to elect Benton Sawrey,,,,,,86 Riverglade Dr,,Clayton,NC,27527,P2024,,2023-11-10,3500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8996,,,CCM,Committee to Elect Donny Lambeth,,,,,,4627 S Main Street,,Winston Salem,NC,27127,P2024,,2023-11-10,3000.00,,Campaign Contribution,011,,,,,,,,,,NC,,,,,,,,,
SB29,C00418582,SB29.8983,,,CCM,Committee to Elect Michael Lee,,,,,,PO Box 4663,,Wilmington,NC,28406,P2024,,2023-11-10,3000.00,,Campaign Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8993,,,CCM,Elect John Bell Committee,,,,,,501 Holland Hill Dr,,Goldsboro,NC,27530,P2024,,2023-11-10,3000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8981,,,CCM,Jim Perry Committee,,,,,,3504 Lakeview Trail,,Kinston,NC,28504,P2024,,2023-11-10,2000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8982,,,CCM,Joyce Krawiec for NC Senate,,,,,,7030 Interlaken Drive,,Kernersville,NC,27284,P2024,,2023-11-10,3000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8995,,,CCM,Larry W Potts for NC  House,,,,,,373 Waitman Road,,Lexington,NC,27295,P2024,,2023-11-10,3000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.8977,,,CCM,Phil Berger Committee,,,,,,110 West Meadow Road,PO Box 1309,Eden,NC,27289,P2024,,2023-11-10,6400.00,,Political Contribution,011,,Phil Berger Committee,,,,,,,S,NC,,,,,,,,,
SB29,C00418582,SB29.8984,,,CCM,Rabon for Senate,,,,,,404 W Brunswick St,,Southport,NC,28461,P2024,,2023-11-10,4000.00,,Campaign Contribution,011,,,,,,,,,,NC,,,,,,,,,
SB29,C00418582,SB29.8985,,,CCM,Ralph Hise for NC Senate,,,,,,PO Box 86,,Spruce Pine,NC,28777,P2024,,2023-11-10,3000.00,,CONTRIBUTION,011,,,,,,,,,S,NC,,,,,,,,,
SB29,C00418582,SB29.8986,,,CCM,Todd Johnson for Senate,,,,,,PO Box 591,,Monroe,NC,28111,P2024,,2023-11-10,1500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
