form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00385740,SB23.5910,,,CCM,ALAMO PAC,,,,,,919 CONGRESS AVE,SUITE 1400,AUSTIN,TX,78701,G2024,,2023-11-16,5000.00,,Contribution,,C00387464,,,,,,,,,,,,,,,,,,
SB23,C00385740,SB23.5895,,,CAN,,BISHOP,SANFORD,,,,PO BOX 909,,COLUMBUS,GA,31902,G2024,,2023-09-28,1500.00,,Contribution,,,,H2GA02031,,,,,,H,GA,02,,,,,,,,
SB23,C00385740,SB23.5899,,,CAN,,BISHOP,SANFORD,,,,PO BOX 909,,COLUMBUS,GA,31902,G2024,,2023-11-29,1000.00,,Contribution,,,,H2GA02031,,,,,,H,GA,02,,,,,,,,
SB23,C00385740,SB23.5898,,,CCM,BOOZMAN FOR ARKANSAS,,,,,,PO BOX 671,,ROGERS,AR,72757,G2024,,2023-10-23,1000.00,,Contribution,,C00476317,,,,,,,,S,AR,00,,,,,,,,
SB23,C00385740,SB23.5913,,,PAC,DUARTE VICTORY FUND,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2023-11-14,1000.00,,Contribution,,C00819573,,,,,,,,,,,,,,,,,,
SB23,C00385740,SB23.5892,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,G2024,,2023-09-28,2500.00,,Contribution,,C00444620,,,,,,,,H,PA,05,,,,,,,,
SB23,C00385740,SB23.5897,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,G2024,,2023-09-28,1000.00,,Contribution,,C00444620,,,,,,,,H,PA,05,,,,,,,,
SB23,C00385740,SB23.5894,,,CCM,GREAT LAKES PAC,,,,,,PO BOX 1295,,EAST LANSING,MI,48826,G2024,,2023-07-01,1500.00,,Contribution,,C00375584,,,,,,,,,,,,,,,,,,
SB23,C00385740,SB23.5891,,,CCM,JASMINE FOR US,,,,,,PO BOX 227235,,DALLAS,TX,75222,G2024,,2023-10-23,5000.00,,Contribution,,C00795450,,,,,,,,H,TX,30,,,,,,,,
SB23,C00385740,SB23.5915,,,CCM,"MARK ALFORD FOR CONGRESS, INC.",,,,,,PO BOX 1428,,RAYMORE,MO,64083,G2024,,2023-10-23,5000.00,,Contribution,,C00792598,,,,,,,,H,MO,04,,,,,,,,
SB23,C00385740,SB23.5893,,,CCM,SCALISE LEADERSHIP FUND,,,,,,317 15TH ST NE,,WASHINGTON,DC,20002,G2024,,2023-07-13,2000.00,,Contribution,,C00568162,,,,,,,,H,LA,01,,,,,,,,
SB23,C00385740,SB23.5916,,,CCM,TEAM MARSHALL II,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,G2024,,2023-07-11,2500.00,,Contribution,,C00755074,,,,,,,,,,,,,,,,,,
SB23,C00385740,SB23.5919,,,CCM,TINA SMITH FOR MINNESOTA,,,,,,P.O. BOX 14362,,SAINT PAUL,MN,55114,G2024,,2023-09-21,1000.00,,Contribution,,C00663781,,,,,,,,S,MN,00,,,,,,,,
SB23,C00385740,SB23.5917,,,CCM,TURQUOISE PAC,,,,,,611 PENNSYLVANIA AVE SE,#143,WASHINGTON,DC,20003,G2024,,2023-11-13,5000.00,,Contribution,,C00517235,,,,,,,,,,,,,,,,,,
