form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00747691,SB21B.7367,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,,,2024-04-30,526.05,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7368,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,,,2024-05-31,236.14,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7369,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,,,2024-06-30,198.74,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7361,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-04-26,117.42,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7362,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-05-24,117.00,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7363,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-06-28,117.00,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7358,,,ORG,Bill.com,,,,,,6220 America Center Drive,Suite 100,San Jose,CA,95002,,,2024-04-10,334.96,,software subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7359,,,ORG,Bill.com,,,,,,6220 America Center Drive,Suite 100,San Jose,CA,95002,,,2024-05-10,334.96,,software subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7360,,,ORG,Bill.com,,,,,,6220 America Center Drive,Suite 100,San Jose,CA,95002,,,2024-06-11,334.96,,software subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7371,,,ORG,For the Children PAC,,,,,,81 Pondfield Rd,Ste D351,Bronxville,NY,10708,,,2024-06-24,5000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7383,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,P2024,,2024-04-01,165.00,,Collins In-Kind 24 - payroll,001,,,,COMMUNITY FOR KINA COLLINS,,,,,H,IL,07,,,,,,,,
SB21B,C00747691,SB21B.7388,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-04-01,471.00,,payroll,001,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7374,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,P2024,,2024-04-30,411.00,,Bowman In-Kind 24 - payroll,001,,,H0NY16143,BOWMAN,JAMAAL,,,,H,NY,16,,,,,,,,
SB21B,C00747691,SB21B.7378,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,P2024,,2024-04-30,48.00,,Bush In-Kind 24 - payroll,001,,,,CORI BUSH FOR CONGRESS,,,,,H,MO,01,,,,,,,,
SB21B,C00747691,SB21B.7382,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,P2024,,2024-04-30,2102.00,,Lee In-Kind 24 - payroll,001,,,,SUMMER LEE FOR CONGRESS,,,,,H,PA,12,,,,,,,,
SB21B,C00747691,SB21B.7385,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-04-30,821.00,,payroll,001,,,,,,,,,,,,,,,,,,,
SB21B,C00747691,SB21B.7375,,,ORG,Jewish Voice for Peace Action,,,,,,712 H Street NE,Suite 1363,Washington,DC,20002,,,2024-05-31,3527.00,,Bowman In-Kind 24 - payroll,001,,,H0NY16143,BOWMAN,JAMAAL,,,,H,NY,16,,,,,,,,
