form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00566067,500912994,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-03-03,8.84,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500913426,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-03-10,58.93,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500914854,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-03-17,36.70,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500915739,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-03-24,210.09,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500916427,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-03-31,31.40,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500913439,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-01,16.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500913440,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-04,30.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500913441,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-04,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500913442,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-04,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500913443,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-08,30.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500915759,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-12,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500915760,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-15,30.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500915761,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-19,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500916415,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-26,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00566067,500916416,,,ORG,Bank Of America,,,,,,76 Court St,Ste 1,Brooklyn,NY,112015000,,,2024-03-28,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
