form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00299321,EB85581,,,COM,ALL FOR OUR COUNTRY LEADERSHIP PAC,,,,,,"600 PENNSYLVANIA AVE SW, #15180",,Washington,DC,20003,,,2024-01-29,5000.00,,,011,C00629212,ALL FOR OUR COUNTRY LEADERSHIP PAC,,PAC,LEADERSHIP,,,,,,,,,,,,,,
SB23,C00299321,EB85582,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION STREET,,Carson City,NV,89703,G2024,,2024-01-29,5000.00,,,011,C00496760,AMODEI FOR NEVADA,,AMODEI,MARK EUGENE,,,,H,NV,02,,,,,,,,
SB23,C00299321,EB85583,,,COM,BLUE NEVADA PAC,,,,,,4904 CAMINO AL NORTE #336664,,North Las Vegas,NV,89033,,,2024-01-29,2500.00,,,011,C00707232,BLUE NEVADA PAC,,PAC,LEADERSHIP,,,,,,,,,,,,,,
SB23,C00299321,EB85584,,,COM,CHC BOLD PAC,,,,,,PO BOX 33079,,Washington,DC,20033,,,2024-01-29,5000.00,,,011,C00365536,CHC BOLD PAC,,COMMITTEE,GENERAL PURPOSE,,,,,,,,,,,,,,
SB23,C00299321,EB85586,,,CCM,COMMITTEE TO ELECT MIKE EZELL,,,,,,P.O. BOX 1842,,Gulfport,MS,39502,P2024,,2024-01-29,2500.00,,,011,C00776393,COMMITTEE TO ELECT MIKE EZELL,,EZELL,MIKE,,,,H,MS,04,,,,,,,,
SB23,C00299321,EB85585,,,COM,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,"413 New Jersey Ave, SE",,Washington,DC,20033,,,2024-01-29,5000.00,,,011,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,,COMMITTEE,GENERAL PURPOSE,,,,,,,,,,,,,,
SB23,C00299321,EB85589,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,Dublin,OH,43017,G2024,,2024-01-29,5000.00,,,011,C00527457,FRIENDS OF DAVE JOYCE,,JOYCE,DAVE,,,,H,OH,14,,,,,,,,
SB23,C00299321,EB85588,,,CCM,GLENN F. IVEY FOR CONGRESS,,,,,,PO BOX 85,,Bladensburg,MD,20710,P2024,,2024-01-29,2500.00,,,011,C00792283,GLENN F. IVEY FOR CONGRESS,,IVEY,GLENN,,,,H,MD,04,,,,,,,,
SB23,C00299321,EB85592,,,COM,JACKY ROSEN VICTORY FUND,,,,,,"611 PENNSYLVANIA AVE. SE, NUM. 143",,Washington,DC,20003,,,2024-01-29,5000.00,,,011,C00772517,JACKY ROSEN VICTORY FUND,,COMMITTEE,JOINT FUNDRAISING,,,,,,,,,,,,,,
SB23,C00299321,EB85587,,,COM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,North Las Vegas,NV,89033,G2024,,2024-01-29,2500.00,,,011,C00668228,NEVADANS FOR STEVEN HORSFORD,,HORSFORD,STEVEN ALEXANDER,,,,H,NV,04,,,,,,,,
SB23,C00299321,EB85591,,,COM,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-01-29,15000.00,,,011,C00075820,NRCC,,COMMTTEE,POLITICAL PARTY,,,,,,,,,,,,,,
SB23,C00299321,EB85590,,,COM,SUSIE LEE FOR CONGRESS,,,,,,"5130 S. FORT APACHE ROAD, SUITE 21",,Las Vegas,NV,89148,G2024,,2024-01-29,5000.00,,,011,C00655613,SUSIE LEE FOR CONGRESS,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB23,C00299321,EB85593,,,CCM,TITUS FOR CONGRESS,,,,,,P.O. BOX 72454,,Las Vegas,NV,89170,G2024,,2024-01-29,5000.00,,,011,C00499467,TITUS FOR CONGRESS,,TITUS,DINA,,,,H,NV,01,,,,,,,,
