form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00772244,500086962,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-30,28.77,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500086963,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-01,3.14,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500086986,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-09,74.55,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087273,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-15,91.98,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087274,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-22,102.33,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087275,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-29,31.24,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087276,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,5.93,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500086961,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-11-27,143.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087272,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-12-30,118.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087061,,,ORG,Capitol Compliance Associates,,,,,,918 Pennsylvania Ave SE,,Washington,DC,200032140,,,2024-12-17,2500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500086956,,,ORG,Fraiser LLC,,,,,,80 M St SE,Ste 100,Washington,DC,200033550,,,2024-12-02,5000.00,0.00,Digital Fundraising Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500086957,,,ORG,Intuit Quickbooks,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-12-02,104.94,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087332,,,ORG,Intuit Quickbooks,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-12-31,104.94,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500087062,,,IND,,Khodabandeh,Mehran,,,,4631 California Ave,,Norco,CA,928601680,,,2024-12-19,3500.00,0.00,Political Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00772244,500086955,,,ORG,UpWave,,,,,,653 Hollydale Rd,,Fairfield,CT,068242233,,,2024-12-03,2957.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
