form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00801803,SE.4868,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-23,6147.21,,6147.21,MMS Messaging,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,FL,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.4485,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-21,18299.21,2023-06-20,220180.08,MMS Messaging,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,
SE,C00801803,SE.4487,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-21,32496.28,2023-06-20,32496.28,MMS Messaging,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,NV,Maggiolo,Gloria,,,,2023-07-31,
SE,C00801803,SE.4488,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-21,13798.09,2023-06-20,13798.09,MMS Messaging,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,NH,Maggiolo,Gloria,,,,2023-07-31,
SE,C00801803,SE.4822,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,355269.00,2023-06-20,575449.08,National TV Media Ad Buy,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.4824,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,10684.00,2023-06-20,586133.08,Local TV Media Ad Buy,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.4826,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,10684.00,2023-06-20,43180.28,Local TV Media Ad Buy,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,NV,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.4831,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,10684.00,2023-06-20,10684.00,Local TV Media Ad Buy,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,SC,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.4833,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,10684.00,2023-06-20,24482.09,Local TV Media Ad Buy,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,NH,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.4839,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,74000.00,2023-06-20,660133.08,TV Ad Production,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.4911,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-28,10500.00,2023-06-20,10500.00,Local TV Media Ad Buy,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,TX,Maggiolo,Gloria,,,,2023-07-31,X
SE,C00801803,SE.6188,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,,500000.00,2023-06-20,1160133.08,National & Local TV Media Buy (covers all estimated IE on 48-hr reports filed 6/24 & 6/29),004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,
SE,C00801803,SE.6190,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,74000.00,2023-06-20,1234133.08,TV Ad Production,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,
SE,C00801803,SE.4525,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,16750.00,2023-06-21,1250883.08,Phone Bank Setup,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,
SE,C00801803,SE.4492,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-22,74297.66,2023-06-23,84981.66,MMS Messaging,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,SC,Maggiolo,Gloria,,,,2023-07-31,
SE,C00801803,SE.4537,,,ORG,Artisan Media Group,,,,,,4960 SW 72 Ave,Ste 202,Miami,FL,33155,P2024,,2023-06-26,16500.00,2023-06-23,1267383.08,Phone Bank Setup,004,C00801803,S,P40013765,SUAREZ,FRANCIS X.,X.,,,P,,IA,Maggiolo,Gloria,,,,2023-07-31,
