form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002766,19636470,,,CCM,Gabe Amo for Congress,,,,,,PO Box 40457,,Providence,RI,02940,P2024,,2023-09-11,-1000.00,0.00,,011,C00838060,Gabe Amo for Congress,,Amo,Gabe,,,,H,RI,01,,,,,,,X,Re-designation on 09/11/2023
SB23,C00002766,19724260,,,CCM,Friends of Chris Murphy,,,,,,PO Box 230987,,Hartford,CT,06123,O2024,2024 CT Convention,2023-09-01,-500.00,0.00,Voided Check from 8/3/2023,011,C00492645,Friends of Chris Murphy,S2CT00132,Murphy,Chris,,,,S,CT,,,,,,,,,Voided Check from 8/3/2023
SB23,C00002766,19725204,,,PAC,IMPACT,,,,,,PO Box 15854,,Washington,DC,20003,,,2023-09-07,5000.00,0.00,Contribution,011,C00348607,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19756316,,,CCM,Becca Balint For Vermont,,,,,,P.O. Box 291,,Burlington,VT,05402,P2024,,2023-09-13,2500.00,0.00,Contribution,011,C00797175,Becca Balint For Vermont,H2VT01076,Balint,Becca,,Rep.,,H,VT,01,,,,,,,,Contribution
SB23,C00002766,19772293,,,CCM,Casey For Congress,,,,,,635 Park Ave,,Woonsocket,RI,02895,S2023,Special-Primary2023,2023-09-18,-1000.00,0.00,Voided Check from 7/28/2023,011,C00836973,Casey For Congress,H4RI01232,Casey,Stephen,,,,H,RI,01,,,,,,,,Voided Check from 7/28/2023
SB23,C00002766,19778476,,,PTY,Rhode Island Democratic Party (Federal),,,,,,PO Box 6004,,Providence,RI,02940,,,2023-09-19,4000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19778477,,,CCM,Gabe Amo for Congress,,,,,,PO Box 40457,,Providence,RI,02940,G2023,,2023-09-19,5000.00,0.00,Contribution,011,C00838060,Gabe Amo for Congress,,Amo,Gabe,,,,H,RI,01,,,,,,,,Contribution
SB23,C00002766,19778481,,,COM,Nikema Williams House Victory Fund,,,,,,"430 South Capitol Street, SE",2nd Floor,Washington,DC,20003,,,2023-09-19,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19780768,,,CCM,Friends Of Jim Clyburn,,,,,,"499 South Capitol Street, SW",Suite 420,Washington,DC,20003,P2024,,2023-09-20,5000.00,0.00,Contribution,011,C00255562,Friends Of Jim Clyburn,H2SC02042,Clyburn,James,E.,Rep.,,H,SC,06,,,,,,,,Contribution
SB23,C00002766,19780779,,,CCM,Huffman for Congress,,,,,,P.O. Box 664,,Petaluma,CA,94953,P2024,,2023-09-20,5000.00,0.00,Contribution,011,C00536680,Huffman for Congress,H2CA06259,Huffman,Jared,,,,H,CA,02,,,,,,,,Contribution
