form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB105676,,,PAC,Lee Constantine Campaign,,,,,,640 Jasmine Road,,Altamonte Springs,FL,32701,,,2024-06-04,1000.00,,,011,,Lee Constantine Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,XB15,,,PAC,Texans for Greg Abbott,,,,,,PO Box 308,,Austin,TX,78767,,,2024-06-06,2588.13,,Fundraising Event Expenses,011,,Texans for Greg Abbott,,Committee,Non-Federal,,,,,,,HNTB Corporation,715 Kirk Drive,,Kansas City,MO,64105,X,
SB29,C00386029,XB13,,,PAC,Texans for Greg Abbott,,,,,,PO Box 308,,Austin,TX,78767,,,2024-06-06,3918.37,,Fundraising Event Expenses,011,,Texans for Greg Abbott,,Committee,Non-Federal,,,,,,,HNTB Corporation,715 Kirk Drive,,Kansas City,MO,64105,X,
SB29,C00386029,EB105680,,,PAC,Adrian Garcia Campaign,,,,,,P.O. Box 56386,,Houston,TX,77256,,,2024-06-07,10000.00,,,011,,Adrian Garcia Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105682,,,PAC,Friends of Frank Farry,,,,,,PO Box 231,,Langhorne,PA,19047,,,2024-06-07,500.00,,,011,,Friends of Frank Farry,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105681,,,PAC,House Speaker Leadership PAC,,,,,,420 East South Temple,Suite 390,Salt Lake City,UT,84111,,,2024-06-07,1500.00,,,011,,House Speaker Leadership PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105679,,,PAC,Team Morrisey,,,,,,"138 Conant Street, 2nd Floor",,Beverly,MA,01915,,,2024-06-07,15800.00,,,,,Team Morrisey,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105686,,,PAC,Committee to Elect Jake Fey,,,,,,PO Box 1372,,Tacoma,WA,98401,,,2024-06-11,1200.00,,,011,,Committee to Elect Jake Fey,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105685,,,PAC,Friends of Andrew Barkis,,,,,,P.O. Box 8728,,Lacey,WA,98509,,,2024-06-11,1200.00,,,011,,Friends of Andrew Barkis,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105683,,,PAC,Friends of Ryan Mello,,,,,,PO Box 364,,Tacoma,WA,98401,,,2024-06-11,1200.00,,,011,,Friends of Ryan Mello,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105684,,,PAC,Marko Liias for Senate,,,,,,"401 2nd Ave S, Ste. 303",,Seattle,WA,98104,,,2024-06-11,1200.00,,,011,,Marko Liias for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105693,,,PAC,Bucy for Texas,,,,,,P.O. Box 536,,Austin,TX,78767,,,2024-06-12,500.00,,,011,,Bucy for Texas,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105694,,,PAC,Cesar Blanco for Texas Senate,,,,,,P.O. Box 27074,,El Paso,TX,79926,,,2024-06-12,500.00,,,011,,Cesar Blanco for Texas Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105692,,,PAC,Melissa Hernandez for BART Director 2024,,,,,,"33 West San Carlos Street, Suite 6",,San Jose,CA,95113,,,2024-06-12,250.00,,,011,,Melissa Hernandez for BART Director 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105691,,,PAC,Robert Rivas for Assembly 2024,,,,,,PO Box 2385,,Salinas,CA,93902,,,2024-06-12,500.00,,,011,,Robert Rivas for Assembly 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105687,,,PAC,Sarah Eckhardt Campaign,,,,,,P.O. Box 301586,,Austin,TX,78703,,,2024-06-12,500.00,,,011,,Sarah Eckhardt Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB105697,,,PAC,Chris Hollins for City Controller,,,,,,P.O. Box 56386,,Houston,TX,77256,,,2024-06-13,1000.00,,,011,,Chris Hollins for City Controller,,Committee,Non-Federal,,,,,,,,,,,,,,
