form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00079541,500002212,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 566442,,Miami,FL,332566442,P2024,,2024-03-20,2500.00,0.00,Contribution,,C00652065,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,
SB23,C00079541,500002220,,,CCM,DIANA DEGETTE FOR CONGRESS,,,,,,PO Box 61337,,Denver,CO,802068337,P2024,,2024-03-13,1000.00,0.00,Contribution,,C00311639,,,Degette,Diana,L,,,H,CO,01,,,,,,,,
SB23,C00079541,500002218,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 Westheimer Rd,# 636,Houston,TX,770981002,P2024,,2024-03-13,1000.00,0.00,Contribution,,C00640045,,,FLETCHER,ELIZABETH,,,,H,TX,07,,,,,,,,
SB23,C00079541,500002217,,,CCM,GILLIBRAND FOR SENATE,,,,,,PO Box 150516,,Brooklyn,NY,112150516,P2024,,2024-03-13,2500.00,0.00,Contribution,,C00413914,,,GILLIBRAND,Kirsten,,,,S,NY,00,,,,,,,,
SB23,C00079541,500002221,,,CCM,JUDY CHU FOR CONGRESS,,,,,,16633 Ventura Blvd,Ste 1008,Encino,CA,914361856,G2024,,2024-03-13,1000.00,0.00,Contribution,,C00458125,,,Chu,Judy,,,,H,CA,28,,,,,,,,
SB23,C00079541,10300777C,10300777,SA11AI,CCM,LAUREN UNDERWOOD FOR CONGRESS,,,,,,13400 S Route 59,Unit 116,Plainfield,IL,605855830,P2024,,2024-03-03,1300.00,0.00,Conduit Contribution,,C00652719,,,UNDERWOOD,LAUREN,A,,,H,IL,14,,,,,,,,Earmarked by James Kevin Scott
SB23,C00079541,500002213,,,CCM,LAUREN UNDERWOOD FOR CONGRESS,,,,,,13400 S Route 59,Unit 116,Plainfield,IL,605855830,P2024,,2024-03-13,1000.00,0.00,Contribution,,C00652719,,,UNDERWOOD,LAUREN,A,,,H,IL,14,,,,,,,,
SB23,C00079541,10300776C,10300776,SA11AI,CCM,Mary Peltola For Alaska,,,,,,PO Box 210014,,Anchorage,AK,995210014,P2024,,2024-03-03,2500.00,0.00,Conduit Contribution,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,Earmarked by James Kevin Scott
SB23,C00079541,500002216,,,CCM,NADLER FOR CONGRESS,,,,,,200 W 79Th St,Apt 8N,New York,NY,100246290,P2024,,2024-03-13,1000.00,0.00,Contribution,,C00290825,,,NADLER,Jerrold,L.,Mr.,,H,NY,12,,,,,,,,
SB23,C00079541,500002211,,,CCM,PRAMILA FOR CONGRESS,,,,,,PO Box 21912,,Seattle,WA,981113912,P2024,,2024-03-27,2500.00,0.00,Contribution,,C00605592,,,JAYAPAL,PRAMILA,,,,H,WA,07,,,,,,,,
SB23,C00079541,500002214,,,CCM,SUMMER LEE FOR CONGRESS,,,,,,PO Box 15320,,Washington,DC,200030320,P2024,,2024-03-13,1000.00,0.00,Contribution,,C00791780,,,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB23,C00079541,500002215,,,CCM,THE COMMITTEE TO ELECT AYANNA PRESSLEY,,,,,,PO Box 240191,,Dorchester Center,MA,021240004,P2024,,2024-03-13,1000.00,0.00,Contribution,,C00667741,,,PRESSLEY,AYANNA,,,,H,MA,07,,,,,,,,
SB23,C00079541,500002219,,,CCM,VERONICA ESCOBAR FOR CONGRESS,,,,,,PO Box 3961,,El Paso,TX,799233961,P2024,,2024-03-13,1000.00,0.00,Contribution,,C00653923,,,ESCOBAR,VERONICA,,,,H,TX,16,,,,,,,,
