form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00693671,SB23.I11125,SB21B.I9245,SB21B,CCM,MARK GREEN FOR CONGRESS,,,,,,P.O. BOX 2706,,BRENTWOOD,TN,37024,P2024,,2023-02-03,500.00,,PAC CONTRIBUTION,011,C00658385,,H8TN07076,GREEN,MARK,,,,H,TN,,  ,,,,,,X,
SB23,C00693671,SB23.I15299,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,1201 GANDY BLVD N,P.O. BOX 23064,SAINT PETERSBURG,FL,33742,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00718239,,H0FL13158,PAULINA LUNA,ANNA,,,,H,FL,13,  ,,,,,,,
SB23,C00693671,SB23.I15311,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00693671,SB23.I15308,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00693671,SB23.I15303,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00575167,,H6NE02125,BACON,DONALD,J,,,H,NE,02,  ,,,,,,,
SB23,C00693671,SB23.I15304,,,CCM,IOWANS FOR ZACH NUNN,,,,,,P.O. BOX 11,,BONDURANT,IA,50035,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00693671,SB23.I15301,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00803502,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00693671,SB23.I15306,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00776120,,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,  ,,,,,,,
SB23,C00693671,SB23.I15300,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00806018,,H2NY01190,LALOTA,NICK,,,,H,NY,01,  ,,,,,,,
SB23,C00693671,SB23.I15309,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00815415,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00693671,SB23.I15310,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00789586,,H2NY19127,MOLINARO,MARCUS,J.,,,H,NY,19,  ,,,,,,,
SB23,C00693671,SB23.I12013,,,CCM,MATTHEW FOLDI FOR CONGRESS,,,,,,325 ELLINGTON BLVD,P.O. BOX 107,GAITHERSBURG,MD,20878,G2022,GENERAL,2023-03-28,-1000.00,,VOID OF PREVIOUS-CHECK LOST,011,C00812933,,H2MD06328,FOLDI,MATTHEW,,,,H,MD,06,  ,,,,,,,
SB23,C00693671,SB23.I15298,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00701102,,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,  ,,,,,,,
SB23,C00693671,SB23.I15305,,,CCM,PATRIOTS FOR PERRY,,,,,,4075 LINGLESTOWN ROAD,PMB 119,HARRISBURG,PA,17112,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00510164,,H2PA04135,PERRY,SCOTT,,,,H,PA,10,  ,,,,,,,
SB23,C00693671,SB23.I15312,,,CCM,SALAZAR FOR CONGRESS,,,,,,3725 W FLAGLER ST,# 281,CORAL GABLES,FL,33134,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00714261,,H8FL27185,SALAZAR,MARIA,,,,H,FL,27,  ,,,,,,,
SB23,C00693671,SB23.I15307,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,P.O. BOX 824,,CHIPPEWA FALLS,WI,54729,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00742007,,H0WI03175,VAN ORDEN,DERRICK,,,,H,WI,03,  ,,,,,,,
SB23,C00693671,SB23.I15302,,,CCM,ZINKE FOR CONGRESS,,,,,,P.O. BOX 1597,,HELENA,MT,59624,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,011,C00778159,,H4MT01041,ZINKE,RYAN,,,,H,MT,01,  ,,,,,,,
SB23,C00693671,SB23.I12015,,,COM,GREG HANSEN CAMPAIGN,,,,,,P.O. BOX 350626,,PALM COAST,FL,32135,,,2023-03-29,-500.00,,VOID OF PREVIOUS-CHECK LOST,,,,,,,,,,,,,  ,,,,,,,
