form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00430280,501450526,,,ORG,Arizona Lotus Corporation,,,,,,3871 N Commerce Dr,,Tucson,AZ,857052983,G2024,,2024-10-28,3000.00,2024-10-21,28625.00,Partisan Radio Ads,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450530,,,ORG,Asheville Radio Group,,,,,,1190 Patton Ave,,Asheville,NC,288062706,G2024,,2024-10-28,1000.00,2024-10-23,28625.00,Partisan radio ads,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450552,,,ORG,Atlanta K Media,,,,,,2200 Duluth Highway 120,Apt 3007,Duluth,GA,300974152,G2024,,2024-10-18,400.00,2024-11-07,28625.00,1/2 page ad,,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450553,,,ORG,Atlanta K Media,,,,,,2200 Duluth Highway 120,Apt 3007,Duluth,GA,300974152,G2024,,2024-10-25,400.00,2024-11-07,28625.00,1/2 page ad,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450554,,,ORG,Atlanta K Media,,,,,,2200 Duluth Highway 120,Apt 3007,Duluth,GA,300974152,G2024,,2024-11-01,400.00,2024-11-07,28625.00,1/2 page ad,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450531,,,ORG,CINA FM Radio,,,,,,330 Town Center Dr,Ste 920,Dearborn,MI,481262719,G2024,,2024-10-28,2000.00,2024-10-23,28625.00,Partisan radio ads,,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450546,,,ORG,Crossroads Consulting,,,,,,1825 K St NW,Ste 450,Washington,DC,200061255,G2024,,2024-11-02,8625.00,2024-11-02,28625.00,"Advertising Digital Streaming for '2,975' in GA, NC, & PA",004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450532,,,ORG,El Sol Broadcasting,,,,,,611 W National Ave,,Milwaukee,WI,532041768,G2024,,2024-10-28,1750.00,2024-10-23,28625.00,Partisan Radio Ads,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501437043,,,ORG,La Mega Media Inc.,,,,,,5151 Reed Rd,Ste 211A,Columbus,OH,432202594,G2024,,2024-10-28,1150.00,2024-10-21,4150.00,30-Second Radio Ad,004,,S,,Brown,Sherrod,,,,S,,OH,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450643,,,ORG,United Chinese Florida,,,,,,PO Box 669086,,Miami,FL,331669427,G2024,,2024-10-10,1000.00,2024-10-21,1756.00,1/2 page print ad,004,,S,,Mucarsel-Powell,Debbie,,,,S,,FL,Kurzban,Ira,,,,2024-12-02,
SE,C00430280,501450533,,,ORG,VSAM 1040,,,,,,5955 Jimmy Carter Blvd,Ste 41,Norcross,GA,300714642,G2024,,2024-10-28,2050.00,2024-10-23,28625.00,Partisan radio ads,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-12-02,
