form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00118828,STEPHENS FOR OHIO,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,2023-07-20,CAMPAIGN FUNDRAISER,,,,,,,,H,OH,,G,,1500.00,,,,202310160300452848
SB29,C00118828,PLUMMER FOR OHIO,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,2023-07-20,CAMPAIGN FUNDRAISER,,,,,,,,H,OH,39,G,,1500.00,,,,202310160300452848
SB29,C00118828,HARAZ GHANBARI FOR OHIO,,,,,,26811 DOGWOOD LN,,PERRIBURG,OH,43551,2023-07-20,CAMPAIGN FUNDRAISER,,,,,,,,H,OH,75,G,,1500.00,,,,202310160300452848
SB29,C00118828,THE COMMITTEE TO ELECT JOSH WILLIAMS,,,,,,5060 W SYLVANIA AVE,,TOLEDO,OH,43623,2023-07-20,CAMPAIGN FUNDRAISER,,,,,,,,H,OH,41,G,,1500.00,,,,202310160300452849
SB29,C00118828,CITIZENS FOR GAVENORE,,,,,,15374 CEDAR LANE,,BOWLING GREEN,OH,43402,2023-09-01,CAMPAIGN CONTRIBUTION,,,,,,,,S,OH,2,G,,750.00,,,,202310160300452850
SB29,C00118828,NATHAN MANNING FOR OHIO,,,,,,7064 AVON BELDEN RD ,,N RIDGERILLE,OH,44039,2023-09-07,CAMPAIGN CONTRIBUTION,,,,,,,,S,OH,13,G,,1500.00,,,,202310160300452850
SB29,C00118828,CITIZENS FOR MCCOLLEY,,,,,,15 LEMANS DR,,NAPOLEON,OH,43545,2023-09-07,CAMPAIGN CONTRIBUTION,,,,,,,,S,OH,1,G,,750.00,,,,202310160300452851
SB29,C00118828,STEVE HUFFMAN FOR OHIO,,,,,,331 S MARKET ST,,TROY ,OH,45373,2023-09-07,CAMPAIGN CONTRIBUTION,,,,,,,,S,OH,5,G,,1500.00,,,,202310160300452850
SB29,C00118828,FRIENDS OF BILL REINKE,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,2023-09-07,CAMPAIGN CONTRIBUTION,,,,,,,,S,OH,26,G,,750.00,,,,202310160300452851
SB29,C00118828,FRIENDS OF SWEARINGER,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,2023-07-20,CAMPAIGN FUNDRAISER,,,,,,,,H,OH,89,G,,1500.00,,,,202310160300452849
SB29,C00118828,SHARETTA SMITH FOR MAYOR,,,,,,50 TOWN SQUARE,,LIMA,OH,45801,2023-08-23,CAMPAIGN FUNDRAISER,,,,,,,,,,,G,,500.00,,,,202310160300452849
