form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00323048,AF1D7EF7D22097D8C77,,,PAC,Arkansas For Leadership Political Action Committee (ARKPAC),,,,,,PO Box 1672,,Alexandria,VA,22313,O2024,Contribution,2024-02-29,5000.00,,2024 Contribution,011,C00413948,Arkansas For Leadership Political Action Committee (ARKPAC),,,,,,,,,,,,,,,,,
SB23,C00323048,844E86215D29DA3E588,,,CCM,Cramer For Senate,,,,,,PO Box 396,,Bismarck,ND,585020396,P2024,,2024-02-12,1000.00,,2024 Primary,011,C00504704,,S8ND00120,Cramer,Kevin,John,,,S,ND,,,,,,,,,
SB23,C00323048,24E03ECBE4398E6258C,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,20002,O2024,Contribution,2024-02-06,15000.00,,2024 Contribution,011,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00323048,0D991F6881116B72CC7,,,CCM,Friends Of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,430178914,P2024,,2024-02-12,1000.00,,2024 Primary,011,C00527457,,H2OH14064,Joyce,David,Patrick,,,H,OH,14,,,,,,,,
SB23,C00323048,V00ACE6F1307CEBC33F2,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,C2024,,2024-02-29,90.00,,In-Kind; C00238865; Friends of Rosa DeLauro; Conference Space,011,C00238865,Friends of Rosa DeLauro,H0CT03072,DeLauro,Rosa,L.,,,H,CT,03,,,,,,,,In-Kind
SB23,C00323048,V00C61BB06B2C6C2694B,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2024-02-29,90.00,,In-Kind; C00670034; Sharice for Congress; Conference Space,011,C00670034,Sharice For Congress,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,In-Kind
SB23,C00323048,V05B4D6E7E7326293BA7,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2024-02-29,90.00,,In-Kind; C00503110; Scott Peters for Congress; Conference Space,011,C00503110,Scott Peters For Congress,H2CA52089,Peters,Scott,H.,,,H,CA,50,,,,,,,,In-Kind
SB23,C00323048,VF092AB9D1BB69CFEF16,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2024-02-29,90.00,,In-Kind; C00812388; Mary Peltola for Alaska; Conference Space,011,C00812388,Mary Peltola For Alaska,H2AK01158,Peltola,Mary,Sattler,,,H,AK,01,,,,,,,,In-Kind
SB23,C00323048,78BA0128072865E22CA,,,CCM,Kiggans For Congress,,,,,,PO Box 5042,,Virginia Beach,VA,23471,P2024,,2024-02-29,1000.00,,2024 Primary,011,C00776120,,H2VA02064,Kiggans,Jennifer,A.,,,H,VA,02,,,,,,,,
SB23,C00323048,55D617B21D67D7CBC5F,,,PTY,NRSC,,,,,,425 2nd St NE,,Washington,DC,20002,O2024,Contribution,2024-02-06,15000.00,,2024 Contribution,011,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB23,C00323048,736E744D5CD5FDDBEFE,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2024-02-06,1000.00,,2024 Primary,011,C00510461,,H2CA31125,Aguilar,Peter,Ray,,,H,CA,33,,,,,,,,
SB23,C00323048,7BC4CE1BA2FBE021FC6,,,CCM,Scalise For Congress,,,,,,PO Box 23219,,New Orleans,LA,701833219,G2024,,2024-02-12,5000.00,,2024 General,011,C00394957,,H0LA01087,Scalise,Stephen,Joseph,,,H,LA,01,,,,,,,,
SB23,C00323048,06BA9A21FD550BECC93,,,PAC,Seal PAC Supporting Electing American Leaders PAC,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,30605,O2024,Contribution,2024-02-29,1000.00,,2024 Contribution,011,C00570226,Seal PAC Supporting Electing American Leaders PAC,,,,,,,,,,,,,,,,,
