form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00421230,13317476,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-02-03,156.52,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13317477,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-02-07,20.20,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13317478,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-03-03,148.33,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13317479,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-03-07,20.20,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13318500,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-04-03,61.20,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13318501,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-04-05,20.00,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13319752,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-05-03,261.40,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13319753,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-05-05,20.40,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13321292,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-06-06,20.70,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00421230,13321293,,,ORG,Chain Bridge Bank,,,,,,1445-A Laughlin Avenue,,McLean,VA,22101,,,2023-06-05,100.51,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
