form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB81465,,,PAC,Erin Medenhall for Salt Lake City Mayor,,,,,,332 W 1700 S,,Salt Lake City,UT,84115,,,2023-06-05,3720.00,,,011,,Erin Medenhall for Salt Lake City Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB81466,,,PAC,Grady for Senate District IV,,,,,,190 Fox Run Drive,,Leon,WV,25123,,,2023-06-05,500.00,,,011,,Grady for Senate District IV,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB81464,,,PAC,Pam Alonso Campaign,,,,,,13011 Hwy. 73,,Geismar,FL,70734,,,2023-06-05,500.00,,,011,,Pam Alonso Campaign,,,,,,,,,,,,,,,,,
SB29,C00386029,EB81468,,,PAC,Dominick Impastato for Council,,,,,,9 Platt St,,Kenner,LA,70065,,,2023-06-07,500.00,,,011,,Dominick Impastato for Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB81467,,,PAC,Scutari for Senate,,,,,,12 Cellar Avenue,,Clark,NJ,07066,,,2023-06-07,2600.00,,,011,,Scutari for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB82943,,,PAC,Andre for Atlanta,,,,,,"541 10th Street NW, Ste 266",,Atlanta,GA,30318,,,2023-06-12,3300.00,,,011,,Andre for Atlanta,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB82945,,,PAC,Educators and Parents for School Excellence,,,,,,1509 East 9th Avenue,,Tampa,FL,33605,,,2023-06-12,1500.00,,,011,,Educators and Parents for School Excellence,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB82946,,,PAC,HNTB Missouri PAC - Federal Committee,,,,,,"28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,,,2023-06-12,12500.00,,,011,,HNTB Missouri PAC - Federal Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB82944,,,PAC,Karen Pittman Campaign,,,,,,610 South Blvd,,Tampa,FL,33606,,,2023-06-12,1000.00,,,011,,Karen Pittman Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB82947,,,PAC,Chip LaMarca Campaign,,,,,,2605 Northeast 24th Street,,Lighthouse Point,FL,33064,,,2023-06-13,1000.00,,,011,,Chip LaMarca Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
