form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00214981,11504869,,,CCM,Sylvia Garcia For Congress,,,,,,PO Box 8530,,Houston,TX,77249,P2024,,2023-03-01,4800.00,0.00,Campaign Contribution,011,C00660555,Sylvia Garcia For Congress,H8TX29052,Garcia,Sylvia,,,,H,TX,29,,,,,,,,Campaign Contribution
SB23,C00214981,11504872,,,CCM,Elizabeth Pannill Fletcher for Congress,,,,,,"3262 Westheimer, PMB 636",,Houston,TX,77098,P2024,,2023-03-01,4800.00,0.00,Campaign Contribution,011,,,,Fletcher,Lizzie,,,,H,TX,07,,,,,,,,Campaign Contribution
SB23,C00214981,11504873,,,CCM,Kat For Congress,,,,,,5200 NW 43rd St Ste 102-180,,Gainesville,FL,32606,P2024,,2023-03-01,5000.00,0.00,Campaign Contribution,011,C00730895,Kat For Congress,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,Campaign Contribution
SB23,C00214981,11508903,,,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,"1519 Washington Street,",Suite 200,Laredo,TX,78040,P2024,,2023-03-14,4800.00,0.00,Campaign Contribution,011,C00371302,Texans For Henry Cuellar Congressional Campaign,H2TX23082,Cuellar,Henry,,,,H,TX,28,,,,,,,,Campaign Contribution
SB23,C00214981,11508904,,,CCM,Texans For Ronny Jackson,,,,,,PO Box 53058,,Amarillo,TX,79159,P2024,,2023-03-14,4800.00,0.00,Campaign Contribution,011,C00730531,Texans For Ronny Jackson,H0TX13228,Jackson,Ronny,,,,H,TX,13,,,,,,,,Campaign Contribution
SB23,C00214981,11508905,,,CCM,Pete Sessions For Congress,,,,,,PO Box 7754,,Waco,TX,767147754,P2024,,2023-03-14,4800.00,0.00,Campaign Contribution,011,C00303305,Pete Sessions For Congress,H2TX03126,Sessions,Pete,,,,H,TX,17,,,,,,,,Campaign Contribution
SB23,C00214981,11508906,,,CCM,Tony Gonzales For Congress,,,,,,11613 Huebner,,San Antonio,TX,78248,P2024,,2023-03-14,4800.00,0.00,Campaign Contribution,011,C00706614,Tony Gonzales For Congress,H0TX35015,Gonzales,Tony,,,II,H,TX,23,,,,,,,,Campaign Contribution
SB23,C00214981,11511910,,,CCM,John Carter For Congress,,,,,,"200 University Oaks Blvd, Ste 225",,Round Rock,TX,78665,P2024,,2023-03-21,4800.00,0.00,Campaign Contribution,011,C00371203,John Carter For Congress,H2TX31044,Carter,John,,,,H,TX,31,,,,,,,,Campaign Contribution
SB23,C00214981,11512682,,,CCM,Jake Ellzey for Congress,,,,,,P.O. Box 341027,,Austin,TX,78734,P2024,,2023-03-27,4800.00,0.00,Campaign Contribution,011,,,,Ellzey,Jake,,,,H,TX,06,,,,,,,,Campaign Contribution
SB23,C00214981,11512683,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,P2024,,2023-03-27,4800.00,0.00,Campaign Contribution,011,C00714865,Beth Van Duyne For Congress,H0TX24209,Van Duyne,Beth,,,,H,TX,24,,,,,,,,Campaign Contribution
SB23,C00214981,11512684,,,CCM,Roger Williams For Congress,,,,,,10 N. Caddo St.,PMB #174,Cleburne,TX,76031,P2024,,2023-03-27,4800.00,0.00,Campaign Contribution,011,C00498121,Roger Williams For Congress,H2TX33040,Williams,Roger,,,,H,TX,25,,,,,,,,Campaign Contribution
SB23,C00214981,11512685,,,CCM,Pat Fallon for Congress,,,,,,P.O. Box 614,,Celina,TX,75009,P2024,,2023-03-27,4800.00,0.00,Campaign Contribution,011,,,,Fallon,Pat,,,,H,TX,04,,,,,,,,Campaign Contribution
SB23,C00214981,11512686,,,CCM,Don Bacon For Congress,,,,,,P.O. Box 391368,,Omaha,NE,68139,P2024,,2023-03-27,5000.00,0.00,Campaign Contribution,011,C00575167,Don Bacon For Congress,H6NE02125,Bacon,Don,,,Brig. Gen.,H,NE,02,,,,,,,,Campaign Contribution
