form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00193433,SB21B-419648,,,ORG,Ascensus Trust ,,,,,,1655 43rd Street S,Ste 100,Fargo,ND,58103,,,2024-08-01,30738.03,0.00,Employment Pension/ 401(k),,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416726,,,ORG,"Engage, LLC ",,,,,,880 North East St.,Suite 205,Frederick,MD,21701,,,2024-08-01,787.88,0.00,Contribution Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-419051,,,ORG,Paragon Payment Solutions ,,,,,,2141 East Broadway Rd,Ste 202,Tempe,AZ,85282,,,2024-08-02,337.86,0.00,Credit Card Service Charges,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416745,,,ORG,ADSTRA ,,,,,,P.O. Box 23907,,New York,NY,10087,,,2024-08-02,162.25,0.00,List Rental ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416746,,,ORG,"Askwright Creative, LLC ",,,,,,1015 Oak Way,,Madison,WI,53705,,,2024-08-02,3000.00,0.00,Consulting Fundraising,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416747,,,ORG,Creative Print Group Inc ,,,,,,1560 Caton Center Drive,,Baltimore,MD,21227,,,2024-08-02,10515.20,0.00,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416748,,,ORG,Noreast Group LLC ,,,,,,23 Exeter Street,,Providence,RI,02906,,,2024-08-02,3500.00,0.00,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416749,,,ORG,"Res/Com Solutions, LLC ",,,,,,220 Log Canoe Circle,Suite D,Stevensville,MD,21666,,,2024-08-02,8200.00,0.00,Consulting Data-Technology,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416750,,,ORG,"Res/Com Solutions, LLC ",,,,,,220 Log Canoe Circle,Suite D,Stevensville,MD,21666,,,2024-08-02,16790.00,0.00,Consulting Data-Technology,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416751,,,ORG,Safeguard Shredding Attn: Accounts Receivable,,,,,,PO Box 3219,,Oakton,VA,22124,,,2024-08-02,85.00,0.00,Office Supplies Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416727,,,ORG,Global Strategy Group ,,,,,,215 Park Avenue South,15th Floor,New York,NY,10003,,,2024-08-02,23833.00,0.00,Polling/Surveys ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416728,,,PAC,IAMAW ,,,,,,423 New Jersey Avenue SE,,Washington,DC,20003,,,2024-08-02,750.00,0.00,Catering/Facilities ,,,IAMAW ,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416729,,,ORG,Iron Mountain ,,,,,,P  O Box 27128,,New York,NY,10087,,,2024-08-02,3548.92,0.00,Office Supplies Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-416731,,,ORG,"Lake Research Partners, Inc. ",,,,,,1101 17TH ST NW,SUITE 301,Washington,DC,20036,,,2024-08-02,20978.33,0.00,Polling/Surveys ,,,,,,,,,,,,,,,,,,,,
