form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00177436,49407885,,,COM,McConnell for Majority Leader Committee,,,,,,228 S. Washington St. Ste. 115,,Alexandria,VA,22314,,,2023-11-14,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00177436,49407893,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,39205,P2024,,2023-11-14,1000.00,0.00,,011,C00443218,Wicker For Senate,S8MS00196,Wicker,Roger,,Sen.,,S,MS,,,,,,,,,
SB23,C00177436,49407981,,,COM,Jacky Rosen Victory Fund,,,,,,611 PENNSYLVANIA AVE SE,#143,Washignton,DC,20003,,,2023-11-14,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00177436,49412833,,,CCM,Rosen For Nevada,,,,,,PO Box 27195,,Las Vegas,NV,89126,G2024,,2023-11-16,1000.00,0.00,,011,C00606939,Rosen For Nevada,S8NV00156,Rosen,Jacklyn,,Sen.,,S,NV,,,,,,,,,
SB23,C00177436,49412841,,,CCM,Curtis For Congress,,,,,,"370 East South Temple, Suite 580",,Salt Lake City,UT,84111,P2024,,2023-11-16,2500.00,0.00,,011,C00647339,Curtis For Congress,H8UT03238,Curtis,John,,Rep.,,H,UT,03,,,,,,,,
SB23,C00177436,49412843,,,CCM,Mike Gallagher For Wisconsin,,,,,,PO Box 1027,,Green Bay,WI,54305,P2024,,2023-11-16,1000.00,0.00,,011,C00610212,Mike Gallagher For Wisconsin,H6WI08155,Gallagher,Michael,,Rep.,,H,WI,08,,,,,,,,
SB23,C00177436,49412845,,,CCM,Bill Cassidy For Us Senate,,,,,,PO Box 80505,,Baton Rouge,LA,70898,P2024,,2023-11-16,2500.00,0.00,,011,C00543983,Bill Cassidy For Us Senate,S4LA00107,Cassidy,Bill,,Sen.,,S,LA,,,,,,,,,
SB23,C00177436,49412849,,,PAC,Value in Electing Women (VIEW) PAC,,,,,,228 South Washington Street,Suite 115,Alexandria,VA,22314,,,2023-11-16,1000.00,0.00,,011,C00327189,,,,,,,,,,,,,,,,,,
SB23,C00177436,49434093,,,CCM,Katherine Clark For Congress,,,,,,PO Box 361,,Malden,MA,02148,P2024,,2023-11-14,-5000.00,0.00,Check fraudulently intercepted; new check sent 11/14/2023,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,Check fraudulently intercepted; new check sent 11/14/2023
SB23,C00177436,49434094,,,CCM,Katherine Clark For Congress,,,,,,PO Box 361,,Malden,MA,02148,P2024,,2023-11-14,5000.00,0.00,,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,
SB23,C00177436,49443577,,,PAC,Making a Responsible Stand for Households in America PAC,,,,,,P.O. Box 3241,,Brentwood,TN,37024,,,2023-11-28,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
