form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.60277,,,CCM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,,,2024-01-10,1500.00,,Earmarked Donations,,C00630632,ELISE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.60278,,,CCM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,,,2024-01-11,31700.00,,Earmarked Donations,,C00630632,ELISE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.60295,,,CCM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,,,2024-01-18,16600.00,,Earmarked Donations,,C00630632,ELISE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.60297,,,CCM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,,,2024-01-22,5800.00,,Earmarked Donations,,C00630632,ELISE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.60321,,,CCM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,,,2024-01-30,6600.00,,Earmarked Donations,,C00630632,ELISE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.60262,,,CCM,George Latimer for Congress,,,,,,P.O. Box 789,,White Plains,NY,10602,,,2024-01-08,6600.00,,Earmarked Donations - George Latimer,011,C00859041,George Latimer for Congress,,,,,,,H,NY,16,,,,,,,,
SB23,C00247403,SB23.60259,,,CCM,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,P.O. BOX 600698,,NEWTONVILLE,MA,02460,,,2024-01-08,6600.00,,Earmarked Donations - Jake Auchincloss,011,C00721449,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,,H,MA,04,,,,,,,,
SB23,C00247403,SB23.60289,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,SAINT CLAIR SHORES,MI,48080,,,2024-01-09,19620.00,,Earmarked Donations,,C00803502,"JOHN JAMES FOR CONGRESS, INC.",,,,,,,H,MI,10,,,,,,,,
SB23,C00247403,SB23.60281,,,CCM,MAZI FOR CONGRESS,,,,,,77 BEVERLY RD,,GREAT NECK,NY,11021,,,2024-01-08,37922.00,,Earmarked Donations,,C00860429,MAZI FOR CONGRESS,,,,,,,H,NY,03,,,,,,,,
SB23,C00247403,SB23.60327,,,CCM,MAZI FOR CONGRESS,,,,,,77 BEVERLY RD,,GREAT NECK,NY,11021,,,2024-01-08,2500.00,,Joseph Feit conduit donation to Mazi Pilip,011,C00860429,MAZI FOR CONGRESS,,,,,,,H,NY,03,,,,,,,X,
