form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00487470,SB21B.5637,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2023-11-02,84.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5640,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-09,40000.00,,advance for future expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5553,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-15,-273.51,,pull from advance for nonfederal expenditure Line 29,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5854,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-15,7735.12,,"pull from advance, Line 21, for administrative, fundraising and compliance support",,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5856,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-15,-7735.12,,pull from advance for operating expenditure Line 21,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5574,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-29,-490.09,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5575,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-29,-175.10,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5578,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-29,-33.40,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5579,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-29,-262.26,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5584,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-29,-205.70,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5855,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-30,30182.11,,"pull from advance, Line 21, for administrative, fundraising and compliance support",,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5857,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-11-30,-30182.11,,pull from advance for operating expenditure Line 21,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5641,,,ORG,"FatLab, LLC",,,,,,1732 11ST AVE,#24150,NEW YORK,NY,10128,,,2023-11-14,780.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5639,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-11-06,1.20,,donation processing fes,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5664,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-11-13,0.30,,donation processing fes,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5642,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-11-14,500.85,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5665,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-11-20,14.00,,donation processing fes,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5666,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-11-27,1.50,,donation processing fes,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5647,,,ORG,SOLUTIONS FOR TEXAS IN FUNDRAISING,,,,,,4238 Lomo Alto Ct.,,Dallas,TX,75219,,,2023-11-03,18000.00,,fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5648,,,ORG,SOLUTIONS FOR TEXAS IN FUNDRAISING,,,,,,4238 Lomo Alto Ct.,,Dallas,TX,75219,,,2023-11-09,12000.00,,fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5649,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-11-03,2.77,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5650,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-11-10,258.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5651,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-11-17,736.82,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5652,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-11-24,5.64,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5653,,,ORG,"TAG, LLC",,,,,,PO BOX 1243,,Alexandria,VA,22313,,,2023-11-07,33000.00,,fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5644,,,ORG,Truist Bank,,,,,,214 N TRYON ST,,Charlotte,NC,28202,,,2023-11-21,13.07,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5654,,,ORG,Truist Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2023-11-10,204.85,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5638,,,ORG,WinRed,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-11-06,0.48,,donation processing fes,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5659,,,ORG,WinRed,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-11-13,4.89,,donation processing fes,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5660,,,ORG,WinRed,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-11-20,5.52,,donation processing fes,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5661,,,ORG,WinRed,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-11-27,1.58,,donation processing fes,,,,,,,,,,,,,,,,,,,,
