form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00540187,SB23.I22901,,,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,P2024,PRIMARY,2023-06-26,5000.00,,POLITICAL CONTRIBUTION,,C00816983,,H2FL04211,BEAN,AARON,P.,,,H,FL,04,  ,,,,,,,
SB23,C00540187,SB23.I22885,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,G2024,GENERAL,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00706267,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,02,  ,,,,,,,
SB23,C00540187,SB23.I22890,,,CCM,"BEN CLINE FOR CONGRESS, INC.",,,,,,6 S. RANDOLPH STREET,,LEXINGTON,VA,24450,P2024,PRIMARY,2023-06-05,5000.00,,POLITICAL CONTRIBUTION,,C00661561,,H8VA06104,CLINE,BENJAMIN ,LEE,,,H,VA,06,  ,,,,,,,
SB23,C00540187,SB23.I22889,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,857405103,P2024,PRIMARY,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00540187,SB23.I22881,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,PRIMARY,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00379735,,H2OK04055,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00540187,SB23.I22896,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00540187,SB23.I22897,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00575167,,,BACON,DONALD,,,,H,NE,02,  ,,,,,,,
SB23,C00540187,SB23.I22880,,,CCM,FRENCH HILL FOR ARKANSAS,,,,,,PO BOX 7841,,LITTLE ROCK,AR,722177800,P2024,PRIMARY,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00551275,,H4AR02141,HILL,JAMES,FRENCH,,,H,AR,02,  ,,,,,,,
SB23,C00540187,SB23.I22886,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,G2024,GENERAL,2023-06-02,5000.00,,POLITICAL CONTRIBUTION,,C00800649,,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,  ,,,,,,,
SB23,C00540187,SB23.I22895,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,PRIMARY,2023-06-26,2500.00,,POLITICAL CONTRIBUTION,,C00808279,,H2CA13131,DUARTE,JOHN,,,,H,CA,13,  ,,,,,,,
