form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00370122,500652938,,,CCM,Adam For Colorado,,,,,,PO Box 371,,Woody Creek,CO,816560371,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00805275,,,Frisch,Adam,,,,H,CO,03,,,,,,,,
SB23,C00370122,500652940,,,CCM,ADAM GRAY FOR CONGRESS,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,G2024,,2024-03-28,1000.00,0.00,Contribution,,C00801431,,,GRAY,ADAM C.,,,,H,CA,13,,,,,,,,
SB23,C00370122,500652973,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00370122,500652964,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00370122,500652929,,,CCM,Baccam For Iowa,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00856021,,,Baccam,Lanon,,,,H,IA,03,,,,,,,,
SB23,C00370122,500652958,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00370122,500652959,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00509968,,,CARTWRIGHT,MATTHEW A.,,,,H,PA,08,,,,,,,,
SB23,C00370122,500652965,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00370122,500652971,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00370122,500652930,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,P2024,,2024-03-28,1000.00,0.00,Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00370122,500644192,,,CCM,Chuy Garcia For Congress,,,,,,137 N 14Th Ave,,Melrose Park,IL,601603907,G2024,,2024-03-28,1000.00,0.00,Paid via credit card - see line 21b for payment,,C00661777,,,Garcia,Jesus,,,,H,IL,04,,,,,,,X,*
SB23,C00370122,500652962,,,CCM,CISNEROS FOR CONGRESS,,,,,,PO Box 40,,Placentia,CA,928710040,G2024,,2024-03-28,1000.00,0.00,Contribution,,C00850420,,,CISNEROS,GILBERT,,,,H,CA,31,,,,,,,,
