form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00000729,SB23.3578,,,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,G2024,,2024-11-05,5000.00,0.00,Contribution to Federal Candidate,011,C00816983,AARON BEAN FOR CONGRESS,H2FL04211,Bean,Aaron,,Rep,,H,FL,04,,,,,,,,
SB23,C00000729,SB23.3508,,,CCM,ADRIANO ESPAILLAT FOR CONGRESS,,,,,,P.O. BOX H,,NEW YORK,NY,10034,G2024,,2024-11-05,2500.00,0.00,Contribution to Federal Candidate,011,C00701953,ADRIANO ESPAILLAT FOR CONGRESS,H2NY13096,Espaillat,Adriano,,Rep,,H,NY,13,,,,,,,,
SB23,C00000729,SB23.3406,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,1126 AVENUE A,STE 6,SCOTTSBLUFF,NE,693613563,G2024,,2024-11-01,5000.00,0.00,Contribution to Federal Candidate,011,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,Smith,Adrian,,Rep.,,H,NE,03,,,,,,,,
SB23,C00000729,SB23.3501,,,CCM,ALMA ADAMS FOR CONGRESS,,,,,,P.O. BOX 31473,,CHARLOTTE,NC,28231,G2024,,2024-11-05,2000.00,0.00,Contribution to Federal Candidate,011,C00546358,ALMA ADAMS FOR CONGRESS,H4NC12100,Adams,Alma,,Rep,,H,NC,12,,,,,,,,
SB23,C00000729,SB23.3580,,,CCM,AMISH FOR ARIZONA,,,,,,5550 N 16TH ST,,PHOENIX,AZ,85016,G2024,,2024-11-05,5000.00,0.00,Contribution to Federal Candidate,011,C00836502,AMISH FOR ARIZONA,H4AZ01194,,,,,,H,AZ,01,,,,,,,,
SB23,C00000729,SB23.3602,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,G2024,,2024-11-05,3000.00,0.00,Contribution to Federal Candidate,011,C00793703,ANDREA SALINAS FOR OREGON,H2OR06066,Salinas,Andrea,,Rep,,H,OR,06,,,,,,,,
SB23,C00000729,SB23.3427,,,CCM,ANDY HARRIS FOR CONGRESS,,,,,,PO BOX 426,,STEVENSVILLE,MD,21666,G2024,,2024-11-05,2500.00,0.00,Contribution to Federal Candidate,011,C00435974,ANDY HARRIS FOR CONGRESS,H8MD01094,Harris,Andy,,Rep.,,H,MD,01,,,,,,,,
SB23,C00000729,SB23.3419,,,CCM,ANDY KIM FOR CONGRESS,,,,,,PO BOX 211,,MARLTON,NJ,08053,G2024,,2024-11-04,5000.00,0.00,Contribution to Federal Candidate,011,C00648220,ANDY KIM FOR NEW JERSEY,S4NJ00466,Kim,Andy,,Sen.,,S,NJ,,,,,,,,,
SB23,C00000729,SB23.3546,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,G2024,,2024-11-05,3000.00,0.00,Contribution to Federal Candidate,011,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,Craig,Angie,,Rep,,H,MN,02,,,,,,,,
SB23,C00000729,SB23.3412,,,CCM,ANN WAGNER FOR CONGRESS,,,,,,PO BOX 50,,BALLWIN,MO,63022,G2024,,2024-11-04,5000.00,0.00,Contribution to Federal Candidate,011,C00495846,ANN WAGNER FOR CONGRESS,H2MO02102,Wagner,Ann,,Rep.,,H,MO,02,,,,,,,,
