form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00543207,SB23.I21383,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,468581431,G2024,,2024-09-16,1700.00,,,,C00577999,,S4IN00196,BANKS,JAMES,E.,HON.,,S,IN,,  ,,,,,,,
SB23,C00543207,SB23.I20356,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-07-25,5000.00,,CONTRIBUTION,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB23,C00543207,SB23.I21390,,,CCM,"DONALD J. TRUMP FOR PRESIDENT, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,G2024,,2024-09-16,1700.00,,,,C00580100,,P80001571,TRUMP,DONALD,J.,,,P,US,,  ,,,,,,,
SB23,C00543207,SB23.I20332,,,CCM,FEDORCHAK FOR ND,,,,,,PO BOX 2422,,BISMARCK,ND,58502,G2024,,2024-07-09,5000.00,,CONTRIBUTION,,C00869370,,H4ND00061,FEDORCHAK,JULIE,,,,H,ND,00,  ,,,,,,,
SB23,C00543207,SB23.I21384,,,CCM,HOGAN FOR MARYLAND INC.,,,,,,2077 SOMERVILLE ROAD,SUITE 206,ANNAPOLIS,MD,21401,G2024,,2024-09-16,1700.00,,,,C00869016,,S4MD00483,HOGAN,LARRY,,,,S,MD,,  ,,,,,,,
SB23,C00543207,SB23.I21387,,,CCM,JOHN CURTIS FOR UTAH,,,,,,PO BOX 296,,PROVO,UT,84603,G2024,,2024-09-16,1700.00,,,,C00647339,,S4UT00282,CURTIS,JOHN,,,,S,UT,,  ,,,,,,,
SB23,C00543207,SB23.I21369,,,CCM,MERCURI FOR CONGRESS,,,,,,3000 VILLAGE RUN RD,STE 103-300,WEXFORD,PA,15090,G2024,,2024-08-28,2500.00,,,,C00848150,,H4PA17166,MERCURI,ROBERT,W,,,H,PA,17,  ,,,,,,,
SB23,C00543207,SB23.I21386,,,CCM,NELLA FOR SENATE,,,,,,P.O. BOX 92918,,ALBUQUERQUE,NM,87199,G2024,,2024-09-16,1700.00,,,,C00865956,,S4NM00183,DOMENICI,NELLA,LOUISE,,,S,NM,,  ,,,,,,,
SB23,C00543207,SB23.I21385,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,G2024,,2024-09-16,1700.00,,,,C00845032,,S4NV00288,BROWN,SAM,,,,S,NV,,  ,,,,,,,
SB23,C00543207,SB23.I21396,,,PAC,TEAM MORRISEY,,,,,,PO BOX 11903,,CHARLESTON,WV,25339,,,2024-09-26,7600.00,,,,C00711929,,,,,,,,,,,  ,,,,,,,
