form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00286807,SB23-EX4481,,,CCM,Tammy Baldwin For Senate,,,,,,323 7th ST SE,,Washington,DC,20003,G2024,,2023-12-04,2500.00,0.00,,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,,,S,WI,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4490,,,CCM,Jamie Raskin For Congress,,,,,,PO Box 5418,,Takoma Park,MD,20913,P2024,,2023-12-07,3000.00,0.00,,011,C00575126,Jamie Raskin For Congress,H6MD08457,Raskin,Jamie,,,,H,MD,08,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4493,,,CCM,Darren Soto For Congress,,,,,,600 Pennsylvania Ave SE STE 202,,Washington,DC,20003,P2024,,2023-12-11,1500.00,0.00,,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,,,,H,FL,09,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4483,,,CCM,Sharice For Congress,,,,,,6129 Long Meadow Rd.,,McLean,VA,22101,G2024,,2023-12-07,2500.00,0.00,,011,C00670034,Sharice For Congress,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4494,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,03105,G2024,,2023-12-15,2500.00,0.00,,011,C00660464,Chris Pappas For Congress,H8NH01210,Pappas,Chris,,,,H,NH,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4488,,,CCM,Don Bacon for Congress,,,,,,1200 Trinity Drive,,Alexandria,VA,22314,G2024,,2023-12-06,1500.00,0.00,,011,C00575167,Don Bacon for Congress,H6NE02125,Bacon,Don,,,,H,NE,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4491,,,CCM,Garret Graves For Congress,,,,,,439 New Jersey AVE SE,,Washington,DC,20003,P2024,,2023-12-06,3000.00,0.00,,011,C00558486,Garret Graves For Congress,H4LA06153,Graves,Garret,,,,H,LA,06,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4497,,,CCM,Garbarino For Congress,,,,,,3410 Alabama AVE,,Alexandria,VA,22305,P2024,,2023-12-19,1000.00,0.00,,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4498,,,CCM,Marc For Us,,,,,,221 North Patrick ST,,Alexandria,VA,22314,P2024,,2023-12-19,1000.00,0.00,,011,C00789586,Marc For Us,H2NY19127,Molinaro,Marcus,J,,,H,NY,19,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4489,,,CCM,Lori Chavez-Deremer For Congress,,,,,,1200 Trinity DR,,Alexandria,VA,22314,P2024,,2023-12-06,1500.00,0.00,,011,C00784520,Lori Chavez-Deremer For Congress,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4485,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,62705,P2024,,2023-12-06,1000.00,0.00,,011,C00787812,Nikki For Congress,H2IL13153,Budzinski,Nikki,,,,H,IL,13,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4492,,,CCM,Keep Al Green In Congress,,,,,,10 E ST SE,,Washington,DC,20003,P2024,,2023-12-06,1000.00,0.00,,011,C00578567,Keep Al Green In Congress,H4TX09095,Green,Alexander,,Hon.,,H,TX,09,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4495,,,CCM,Caraveo For Congress,,,,,,6129 Long Meadow RD,,McLean,VA,22101,P2024,,2023-12-15,1000.00,0.00,,011,,Caraveo For Congress,H2CO08020,Caraveo,Yadira,,,,H,CO,08,,,,,,,,Political Contributions
