form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00550970,500425964,,,PAC,Ahora PAC,,,,,,300 Tijeras Ave NE,Apt 100,Albuquerque,NM,871024484,,,2023-12-08,5000.00,0.00,Contribution,,C00764753,Ahora PAC,,,,,,,,,,,,,,,,,
SB23,C00550970,500424726,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-11-29,2500.00,0.00,Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00550970,500424716,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2023-11-29,2500.00,0.00,Contribution,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00550970,500428119,,,PAC,Biden Victory Fund,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2023-12-07,2500.00,0.00,Contribution,,C00744946,Biden Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00550970,500424706,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-11-29,2500.00,0.00,Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00550970,500424728,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-11-29,2500.00,0.00,Contribution,,C00509968,,,Cartwright,Matt,,,,H,PA,17,,,,,,,,
SB23,C00550970,500424729,,,CCM,Chris DeLuzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,P2024,,2023-11-29,2000.00,0.00,Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00550970,500424718,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2023-11-29,2500.00,0.00,Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00550970,500424714,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,P2024,,2023-11-29,2000.00,0.00,Contribution,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00550970,500424702,,,PTY,Democratic Congressional Campaign Committee,,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2023-11-29,7500.00,0.00,Contribution,,C00000935,Democratic Congressional Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00550970,500424703,,,PTY,Democratic Congressional Campaign Committee,,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2023-11-29,7500.00,0.00,Contribution,,C00000935,Democratic Congressional Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00550970,500447408,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-11-29,2000.00,0.00,Contribution,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00550970,500424731,,,CCM,Dr. Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-11-29,1500.00,0.00,Contribution,,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00550970,500426775,,,CCM,Eddy Morales for Congress,,,,,,PO Box 42307,,Portland,OR,972420307,P2024,,2023-12-26,5000.00,0.00,Contribution,,C00855338,,,MORALES,EDUARDO,,,,H,OR,03,,,,,,,,
