form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.61482,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,,,2024-04-23,33100.00,,Earmarked Donations,,C00809426,DESPOSITO FOR NEW YORK,,,,,,,H,NY,04,,,,,,,,
SB23,C00247403,SB23.61496,,,CCM,George Latimer for Congress,,,,,,P.O. Box 789,,White Plains,NY,10602,,,2024-04-23,14450.00,,Earmarked Contributions to Ritchie Torres,,C00859041,George Latimer for Congress,,,,,,,H,NY,16,,,,,,,,
SB23,C00247403,SB23.61500,,,CCM,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,P.O. BOX 600698,,NEWTONVILLE,MA,02460,,,2024-04-23,3800.00,,Earmarked Contributions to Jake Auchincloss,,C00721449,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,,H,MA,04,,,,,,,,
SB23,C00247403,SB23.61468,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-04-02,4750.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.61475,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,,,2024-04-22,17500.00,,Earmarked Donations,,C00801985,KEVIN KILEY FOR CONGRESS,,,,,,,H,CA,03,,,,,,,,
SB23,C00247403,SB23.61481,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,,,2024-04-22,2500.00,,PAC Donation to Kevin Kiley for Congress,011,C00801985,KEVIN KILEY FOR CONGRESS,,,,,,,H,CA,03,,,,,,,,
SB23,C00247403,SB23.61453,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,,,2024-04-04,1000.00,,Earmarked Donations,,C00806018,LALOTA FOR CONGRESS,,,,,,,H,NY,01,,,,,,,,
SB23,C00247403,SB23.61455,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DRIVE,SUITE C-186,CHARLESTON,SC,29492,,,2024-04-04,1000.00,,Earmarked Donations,,C00710103,NANCY MACE FOR CONGRESS,,,,,,,H,SC,01,,,,,,,,
SB23,C00247403,SB23.61471,,,CCM,PURPOSE PAC,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,,,2024-04-16,10000.00,,Earmarked Donations,,C00497131,PURPOSE PAC,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.61492,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO BOX 669,,GLEN COVE,NY,11542,,,2024-04-23,10000.00,,Earmarked Donations,,C00607200,SUOZZI FOR CONGRESS,,,,,,,H,NY,03,,,,,,,,
SB23,C00247403,SB23.61494,,,CCM,TORRES FOR CONGRESS,,,,,,77-02 19TH RD,,EAST ELMHURST,NY,11370,,,2024-04-23,5000.00,,Earmarked Contributions to Ritchie Torres,,C00699744,TORRES FOR CONGRESS,,,,,,,H,NY,15,,,,,,,,
