form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00040881,SB29.6094,,,CCM,C/O BRENNER FOR OHIO,,,,,,8824 CLEARVIEW LAKE COURT,,POWELL,OH,43065,,,2023-03-16,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6097,,,CCM,C/O CITIZENS FOR BILL BLESSING,,,,,,3153 MCGILL LANE,,CINCINNATI,OH,45251,,,2023-03-16,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6155,,,CCM,C/O CITIZENS FOR MCCOLLEY,,,,,,15 Lemans Dr,,NAPOLEON,OH,43545,,,2023-06-29,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6117,,,CCM,C/O CITIZENS FOR SCHURING COMMITTEE,,,,,,330 THIRD ST NW,,CANTON,OH,44702,,,2023-04-26,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6118,,,CCM,C/O CITIZENS FOR STEPHANIE KUNZE,,,,,,865 MACON ALLEY,,COLUMBUS,OH,43206,,,2023-04-26,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6086,,,CCM,C/O COMMITTEE FOR WIGGAM,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2023-02-09,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6134,,,CCM,C/O FRIENDS OF ALLISON RUSSO,,,,,,545 EAST TOWN STREET,,COLUMBUS,OH,43215,,,2023-06-01,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6120,,,CCM,C/O FRIENDS OF BILL DEMORA,,,,,,545 EAST TOWN STREET,,COLUMBUS,OH,43215,,,2023-05-18,250.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6077,,,CCM,C/O FRIENDS OF JAY EDWARDS,,,,,,10304 STATE RT 682,,ATHENS,OH,45701,,,2023-01-12,750.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6141,,,CCM,C/O FRIENDS OF JAY EDWARDS,,,,,,10304 STATE RT 682,,ATHENS,OH,45701,,,2023-06-01,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
