form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00495580,500063570,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-10-16,1437.40,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063604,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-10-23,941.80,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063797,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-12-13,3580.00,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063798,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-12-14,1500.00,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063801,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-12-18,1442.80,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063802,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-12-19,1500.00,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063813,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-12-20,2364.25,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063814,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-12-21,4282.95,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063816,,,PAC,Great Lakes PAC,,,,,,PO Box 1295,,East Lansing,MI,488261295,,,2023-12-28,3119.00,0.00,Transfer,,C00375584,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063572,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-10-16,2156.10,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063605,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-10-23,1412.70,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063799,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-12-15,5000.00,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063800,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-12-15,1000.00,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063807,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-12-18,2164.20,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063808,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-12-19,3087.00,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063811,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-12-20,1000.00,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063812,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-12-21,1000.00,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00495580,500063815,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-12-28,300.00,0.00,Transfer,,C00031054,,,,,,,,,,,,,,,,,,
