form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00065870,SB29.37623,,,CCM,Citizens for Stephanie Kunze,,,,,,9856 Archer Lane,,Dublin,OH,43017,G2024,,2024-10-07,2500.00,,Contributions,011,,,,,,,,,H,OH,11,,,,,,,,
SB29,C00065870,SB29.37615,,,CCM,Committee to Elect Bill Roemer,,,,,,3616 Southern Road,,Richfield,OH,44286,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,H,OH,31,,,,,,,,
SB29,C00065870,SB29.37616,,,CCM,Committee to Elect Gayle Manning,,,,,,7064 Avon Beldon Rd,,North Ridgeville,OH,44039,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,H,OH,52,,,,,,,,
SB29,C00065870,SB29.37617,,,CCM,Demetriou for Ohio,,,,,,8472 E. Washington St. Suite 226,,Chagrin Falls,OH,44023,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,H,OH,35,,,,,,,,
SB29,C00065870,SB29.37618,,,CCM,Friends of Andrea White,,,,,,4744 Bokay Drive,,Kettering,OH,45440,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,H,OH,36,,,,,,,,
SB29,C00065870,SB29.37619,,,CCM,Friends of Nick Santucci,,,,,,1527 N Carnegie Avenue,,Niles,OH,44446,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,H,OH,64,,,,,,,,
SB29,C00065870,SB29.37620,,,CCM,Friends of Tom Patton,,,,,,17157 Rabbit Run Drive,,Strongsville,OH,44136,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,S,OH,24,,,,,,,,
SB29,C00065870,SB29.37621,,,CCM,Jim Thomas for Ohio House of Representatives,,,,,,5566 Foxboro Ave NW,,Canton,OH,44718,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,H,OH,49,,,,,,,,
SB29,C00065870,SB29.37622,,,CCM,Mike Dovilla for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2024,,2024-10-04,2500.00,,Contributions,011,,,,,,,,,H,OH,17,,,,,,,,
SB29,C00065870,SB29.37624,,,CCM,Tracy Richardson for Ohio,,,,,,1807 Chiprock Dr,,Marysville,OH,43040,G2024,,2024-10-09,2500.00,,Contributions,011,,,,,,,,,H,OH,86,,,,,,,,
