form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00621912,SB23.10935,,,CCM,CELESTE FOR CONGRESS,,,,,,P. O. BOX 2410,,CEDAR CITY,UT,84721,C2024,Convention,2024-03-26,1500.00,,,,C00842765,CELESTE FOR CONGRESS,H4UT02296,MALOY,CELESTE,,,,H,UT,02,,,,,,,,
SB23,C00621912,SB23.10924,,,CCM,EVAN LOW FOR CONGRESS,,,,,,"1700 TRIBUTE ROAD, SUITE 201",,SACRAMENTO,CA,95815,P2024,,2024-02-27,1000.00,,,,C00858969,EVAN LOW FOR CONGRESS,H4CA16239,LOW,EVAN,,,,H,CA,16,,,,,,,,
SB23,C00621912,SB23.10918,,,CCM,EXPECT MORE LEADERSHIP PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,P2024,,2024-02-27,2500.00,,,,C00757922,EXPECT MORE LEADERSHIP PAC,H0UT01205,MOORE,BLAKE,,,,H,UT,01,,,,,,,,
SB23,C00621912,SB23.10913,,,PAC,LEAD ENCOURAGE ELECT PAC,,,,,,499 SOUTH CAPITOL STREET SW,#407,WASHINGTON,DC,20003,C2028,Convention,2024-01-09,5000.00,,,,,,S0UT00165,LEE,MIKE,,,,S,UT,00,,,,,,,,
SB23,C00621912,SB23.10925,,,PAC,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,G2024,,2024-02-29,5000.00,,,,,,S8TN00337,BLACKBURN,MARSHA MRS.,,,,S,TN,00,,,,,,,,
SB23,C00621912,SB23.10917,,,CCM,PFLUGER VICTORY COMMITTEE,,,,,,PO BOX 30844,,BETHESDA,MD,20824,P2024,,2024-02-27,2500.00,,,,C00753913,PFLUGER VICTORY COMMITTEE,H0TX11230,PFLUGER,AUGUST LEE II,,,,H,TX,11,,,,,,,,
SB23,C00621912,SB23.10931,,,CCM,SCHAKOWSKY FOR CONGRESS,,,,,,P.O. BOX 5130,,EVANSTON,IL,60204,G2024,,2024-03-12,5000.00,,,,C00327023,SCHAKOWSKY FOR CONGRESS,H8IL09067,SCHAKOWSKY,JANICE D,,,,H,IL,09,,,,,,,,
SB23,C00621912,SB23.10929,,,PAC,SENATE EAGLE PAC,,,,,,PO BOX 50430,,NASHVILLE,TN,37205,P2026,,2024-02-29,2000.00,,,,,,S0TN00169,HAGERTY,BILL,,,,S,TN,00,,,,,,,,
SB23,C00621912,SB23.10930,,,PAC,STEER PAC,,,,,,111 S DURBIN ST,STE 300,CASPER,WY,82601,P2026,,2024-02-29,2500.00,,,,,,S0WY00137,LUMMIS,CYNTHIA MARIE MRS.,,,,S,WY,00,,,,,,,,
SB23,C00621912,SB23.10932,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 WASHINGTON STREET,SUITE 200,LAREDO,TX,78040,G2024,,2024-03-12,5000.00,,,,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,H2TX23082,CUELLAR,HENRY,,,,H,TX,28,,,,,,,,
