form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00441808,500066069,,,CCM,Austin Scott for Congress,,,,,,PO Box 2530,,Tifton,GA,317932530,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00482737,,,Scott,James Austin,,Rep.,,H,GA,08,,,,,,,,
SB23,C00441808,500066067,,,CCM,"BEN CLINE FOR CONGRESS, INC.",,,,,,PO Box 1790,,Harrisonburg,VA,228031790,P2024,,2023-06-20,1000.00,0.00,Campaign contribution to Federal Incumbent,,C00661561,,,CLINE,BENJAMIN,LEE,,,H,VA,06,,,,,,,,
SB23,C00441808,500066072,,,CCM,DAVID SCOTT FOR CONGRESS,,,,,,410 1st St SE,Ste 100,Washington,DC,200031819,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00369801,,,SCOTT,DAVID,ALBERT,,,H,GA,13,,,,,,,,
SB23,C00441808,500066075,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00441808,500066073,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO Box 923,,New Ulm,MN,560730923,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00807743,,,FINSTAD,BRAD,,,,H,MN,01,,,,,,,,
SB23,C00441808,500066070,,,CCM,Friends of Glenn Thompson,,,,,,PO Box 1112,,State College,PA,168041112,P2024,,2023-06-20,200.00,0.00,Contribution to Federal Incumbent,,C00444620,,,THOMPSON,GLENN MR.,,,,H,PA,15,,,,,,,,
SB23,C00441808,500066077,,,CCM,GILLIBRAND FOR SENATE,,,,,,PO Box 150516,,Brooklyn,NY,112150516,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00413914,,,GILLIBRAND,KIRSTEN,,,,S,NY,00,,,,,,,,
SB23,C00441808,500066068,,,CCM,Hudson For Congress,,,,,,PO Box 1875,,Southern Pines,NC,283881875,P2024,,2023-06-20,1000.00,0.00,Disbursement for Federal Incumbent,,C00504522,,,Hudson,Richard,,Rep.,Jr.,H,NC,08,,,,,,,,
SB23,C00441808,500066076,,,CCM,JERRY CARL FOR CONGRESS,,,,,,PO Box 852138,,Mobile,AL,366852138,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00697789,,,CARL,JERRY,LEE,,,H,AL,01,,,,,,,,
SB23,C00441808,500066071,,,CCM,John Boozman for Arkansas,,,,,,PO Box 671,,Rogers,AR,727570671,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00476317,,,Boozman,John,,Sen.,,S,AR,00,,,,,,,,
SB23,C00441808,500066078,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,13203 SE 172nd Ave,Ste # 166,Happy Valley,OR,970868738,P2024,,2023-06-20,1000.00,0.00,Contribution for Federal Incumbent,,C00784520,,,CHAVEZ-DEREMER,LORI,,,,H,OR,05,,,,,,,,
SB23,C00441808,500066079,,,CCM,MARC FOR US INC.,,,,,,PO Box 5158,,Poughkeepsie,NY,126025158,P2024,,2023-06-20,1000.00,0.00,Contribution for Federal Incumbent,,C00789586,,,MOLINARO,MARCUS,J.,,,H,NY,19,,,,,,,,
SB23,C00441808,500066080,,,CCM,"MARK ALFORD FOR CONGRESS, INC.",,,,,,PO Box 1428,,Raymore,MO,640831428,P2024,,2023-06-20,1000.00,0.00,Contribution for Federal Incumbent,,C00792598,,,ALFORD,MARK,,,,H,MO,04,,,,,,,,
SB23,C00441808,500066081,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-06-20,1000.00,0.00,Contribution for Federal Incumbent,,C00434563,,,HEINRICH,MARTIN,,,,S,NM,00,,,,,,,,
SB23,C00441808,500066074,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO Box 1836,,La Crosse,WI,546021836,P2024,,2023-06-20,1000.00,0.00,Contribution to Federal Incumbent,,C00742007,,,VAN ORDEN,DERRICK,MR.,,,H,WI,03,,,,,,,,
