form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00286807,SB23-EX4551,,,CCM,Montanans For Tester,,,,,,328 Massachusetts Avenue NE,,Washington,DC,20002,G2024,,2024-06-11,2500.00,0.00,,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,,,S,MT,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4557,,,CCM,Kaptur For Congress,,,,,,C/O Lori Silverman,PO Box 2433,Falls Church,VA,22042,G2024,,2024-06-25,2500.00,0.00,,011,C00154625,Kaptur For Congress,H2OH09031,Kaptur,Marcy,,,,H,OH,09,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4562,,,CCM,Andre Carson For Congress,,,,,,660 Pennsylvania AVE SE STE 202,,Washington,DC,20003,G2024,,2024-06-28,2500.00,0.00,,011,C00442921,Andre Carson For Congress,H8IN07184,Carson,Andre,,,,H,IN,07,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4548,,,CCM,Titus For Congress,,,,,,PO Box 72454,,Las Vegas,NV,89170,P2024,,2024-06-06,2000.00,0.00,,011,C00499467,Titus For Congress,H8NV03036,Titus,Dina,,,,H,NV,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4558,,,CCM,Titus For Congress,,,,,,PO Box 72454,,Las Vegas,NV,89170,G2024,,2024-06-27,1000.00,0.00,,011,C00499467,Titus For Congress,H8NV03036,Titus,Dina,,,,H,NV,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4540,,,CCM,Larson For Congress,,,,,,413 New Jersey AVE SE,,Washington,DC,20003,G2024,,2024-06-07,1000.00,0.00,,011,C00330142,Larson For Congress,H8CT01046,Larson,John,B,,,H,CT,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4553,,,CCM,Kaine For Virginia,,,,,,1490-5A Quarterpath RD #272,,Williamsburg,VA,23185,P2024,,2024-06-17,2500.00,0.00,,011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Tim,,,,S,VA,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4546,,,CCM,Julia Brownley For Congress,,,,,,C/o The Strathee Group,PO Box 15096,Washington,DC,20003,P2024,,2024-06-26,2500.00,0.00,,011,C00513077,Julia Brownley For Congress,H2CA00120,Brownley,Julia,,,,H,CA,26,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4550,,,CCM,Cole For Congress,,,,,,12176 Chancery Station Circle,,Reston,VA,20190,P2024,,2024-06-07,2500.00,0.00,,011,C00379735,Cole For Congress,H2OK04055,Cole,Tom,,,,H,OK,04,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4560,,,CCM,Dr. Kim Schrier For Congress,,,,,,499 S. Capitol Street SW,Ste. 422,Washington,DC,20003,P2024,,2024-06-28,1500.00,0.00,,011,C00652628,Dr. Kim Schrier For Congress,H8WA08189,Schrier,Kim,,,,H,WA,08,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4545,,,CCM,Darren Soto For Congress,,,,,,660 Pennsylvania Ave SE STE 202,,Washington,DC,20003,P2024,,2024-06-03,1000.00,0.00,,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,,,,H,FL,09,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4555,,,CCM,Darren Soto For Congress,,,,,,660 Pennsylvania Ave SE STE 202,,Washington,DC,20003,G2024,,2024-06-24,2000.00,0.00,,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,,,,H,FL,09,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4559,,,CCM,Stanton For Congress,,,,,,660 Pennsylvania AVE SE STE 202,,Washington,DC,20003,P2024,,2024-06-27,2500.00,0.00,,011,C00657304,Stanton For Congress,H8AZ09040,Stanton,Greg,,,,H,AZ,09,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4564,,,CCM,Ed Case For Congress,,,,,,10 E Street SE,,Washington,DC,20003,P2024,,2024-06-25,1000.00,0.00,,011,C00680918,Ed Case For Congress,H2HI02128,Case,Ed,,,,H,HI,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4547,,,CCM,Garret Graves For Congress,,,,,,439 New Jersey AVE SE,,Washington,DC,20003,P2024,,2024-06-12,2500.00,0.00,,011,C00558486,Garret Graves For Congress,H4LA06153,Graves,Garret,,,,H,LA,06,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4563,,,CCM,Val Hoyle For Congress,,,,,,660 Pennsylvania AVE SE STE 202,,Washington,DC,20003,G2024,,2024-06-28,1000.00,0.00,,011,C00796144,Val Hoyle For Congress,H2OR04095,Hoyle,Val,,,,H,OR,04,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4544,,,CCM,Garbarino For Congress,,,,,,3410 Alabama AVE,,Alexandria,VA,22305,P2024,,2024-06-05,2500.00,0.00,,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4561,,,CCM,Garbarino For Congress,,,,,,3410 Alabama AVE,,Alexandria,VA,22305,P2024,,2024-06-24,1500.00,0.00,,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4552,,,CCM,Mary Peltola For Congress,,,,,,6129 Long Meadow RD,,McLean,VA,22101,P2024,,2024-06-11,1000.00,0.00,,011,C00812388,Mary Peltola For Congress,H2AK01158,Peltola,Mary,,,,H,AK,00,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4549,,,CCM,Greg Casar For Congress,,,,,,PO Box 301923,,Austin,TX,78703,G2024,,2024-06-06,1000.00,0.00,,011,C00791897,Greg Casar For Congress,H2TX35144,Casar,Greg,,,,H,TX,35,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4565,,,CCM,Marc For Us,,,,,,221 North Patrick ST,,Alexandria,VA,22314,G2024,,2024-06-26,1000.00,0.00,,011,C00789586,Marc For Us,H2NY19127,Molinaro,Marcus,J,,,H,NY,19,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4554,,,CCM,Tokuda For Hawai'i,,,,,,PO Box 792,,Kane'ohn,HI,96744,P2024,,2024-06-25,1000.00,0.00,,011,C00813758,Tokuda For Hawai'i,H2HI02581,Tokuda,Jill,,,,H,HI,02,,,,,,,,Political Contributions
