form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00811166,SB21B.I801,,,ORG,BILL.COM LLC,,,,,,6220 AMERICA CENTER DR.,STE 100,SAN JOSE,CA,95002,,,2024-07-01,168.68,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I802,,,ORG,AIRBNB,,,,,,888 BRANNAN STREET 4TH FLOOR,,SAN FRANCISCO,CA,94103,,,2024-07-02,3096.05,,HOTEL AND LODGING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I803,,,ORG,AMERICAN AIRLINES GROUP INC.,,,,,,1 SKYVIEW DRIVE,,FORT WORTH,TX,761551801,,,2024-07-02,391.48,,AIRFARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I804,,,ORG,AMTRAK,,,,,,1 MASSACHUSETTS AVENUE NW,,WASHINGTON,DC,20001,,,2024-07-02,474.00,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I805,,,ORG,AT&T,,,,,,208 S AKARD ST,,DALLAS,TX,75202,,,2024-07-02,3089.99,,WIFI SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I806,,,ORG,BUILDAHEAD.COM,,,,,,1745 W DEER VALLEY RD,,PHOENIX,AZ,85027,,,2024-07-02,319.89,,EVENT SPACE FURNISHING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I809,,,ORG,CONCEPT MARKETING AND BRANDING LLC,,,,,,4339 RAWLINS ST,,DALLAS,TX,75219,,,2024-07-02,3955.94,,EVENT SPACE FURNISHING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I811,,,ORG,DISCOUNTMUGS,,,,,,12610 NW 115TH AVE,,MIAMI,FL,33178,,,2024-07-02,867.08,,BRANDED MATERIALS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I813,,,ORG,FEDEX OFFICE,,,,,,942 SOUTH SHADY GROVE ROAD,,MEMPHIS,TN,38120,,,2024-07-02,476.78,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I814,,,ORG,FLOWERS FOR DREAMS,,,,,,1812 W HUBBARD STREET,,CHICAGO,IL,60622,,,2024-07-02,905.77,,EVENT SPACE FURNISHING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I815,,,ORG,FREEMAN EXPOSITIONS LLC,,,,,,PO BOX 734596,,DALLAS,TX,75373,,,2024-07-02,52521.96,,EVENT SPACE FURNISHING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I816,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2024-07-02,95.40,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I817,,,ORG,LEVY RESTAURANTS FISERV FORUM,,,,,,1111 VEL R. PHILLIPS AVENUE,,MILWAUKEE,WI,53203,,,2024-07-02,7420.00,,EVENT VENUE & CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I818,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,23.32,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I819,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,171.15,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I820,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,37.81,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I821,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,121.55,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I822,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,117.22,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I823,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,63.95,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I824,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,58.18,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I825,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,17.64,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I826,,,ORG,"LYFT, INC.",,,,,,185 BERRY ST,STE 400,SAN FRANCISCO,CA,941071725,,,2024-07-02,31.13,,GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I827,,,ORG,NAMECHEAP INC.,,,,,,4600 E WASHINGTON ST,STE 305,PHOENIX,AZ,85034,,,2024-07-02,56.48,,DOMAIN REGISTRATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I829,,,ORG,"REGUS MANAGEMENT GROUP, LLC",,,,,,"1101 PENNSYLVANIA AVE, NW",SUITE 300,WASHINGTON,DC,20004,,,2024-07-02,170.66,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I830,,,ORG,STAPLES,,,,,,500 STAPLES DR,,FRAMINGHAM,MA,017024478,,,2024-07-02,283.91,,GENERAL OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I831,,,ORG,STAPLES,,,,,,500 STAPLES DR,,FRAMINGHAM,MA,017024478,,,2024-07-02,109.70,,GENERAL OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I834,,,ORG,VERIZON,,,,,,1095 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,,,2024-07-02,91.46,,CELL PHONE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I643,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-07-02,32.00,,CREDIT CARD FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I835,,,ORG,CHAIN BRIDGE BANK,,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-07-03,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I836,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,,VIENNA,VA,221822245,,,2024-07-03,500.00,,CRM SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I642,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-07-03,68.65,,CREDIT CARD FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00811166,SB21B.I906,,,IND,JESSICA ANDERSON,ANDERSON,JESSICA,,,,601 PENNSYLVANIA AVE NW,"SOUTH BUILDING, SUITE 900",WASHINGTON,DC,20004,,,2024-07-05,3641.66,,TRAVEL EXPENSE REIMBURSEMENT-SEE MEMO,,,,,,,,,,,,,  ,,,,,,,
