form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00788448,SB21B.143533,,,IND,,FALLON,MICHAEL,,,,1 MARINA PARK DRIVE,,BOSTON,MA,022101832,,,2023-11-03,2173.38,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,FUNDRAISING EVENT CATERING
SB21B,C00788448,SB21B.149834,,,IND,,MONDAVI,MICHAEL,,,,P.O. BOX 2350,,NAPA,CA,945580235,,,2023-12-07,900.00,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,WINE FOR FUNDRAISING EVENT
SB21B,C00788448,SB21B.135271,,,IND,,O'BRIEN,ROBERT,J.,,JR.,1285 GULF SHORE BLVD N,APT 2A ,NAPLES,FL,341024903,,,2023-09-01,15089.71,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,FUNDRAISING EVENT EXPENSES
SB21B,C00788448,SB21B.I20263,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,701125204,,,2023-11-10,101.50,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20312,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,701125204,,,2023-11-27,40.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I16673,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,VIENNA,VA,22182,,,2023-07-18,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I17774,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,VIENNA,VA,22182,,,2023-08-16,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I19931,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,VIENNA,VA,22182,,,2023-09-18,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20032,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,VIENNA,VA,22182,,,2023-10-17,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20287,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,VIENNA,VA,22182,,,2023-11-16,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I21380,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,VIENNA,VA,22182,,,2023-12-18,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I19969,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH STREET NORTHWEST,STE 125,WASHINGTON,DC,20007,,,2023-09-29,2698.35,,FINANCE CONSULTING,003,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20039,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH STREET NORTHWEST,STE 125,WASHINGTON,DC,20007,,,2023-10-19,1890.00,,FINANCE CONSULTING,003,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I20281,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH STREET NORTHWEST,STE 125,WASHINGTON,DC,20007,,,2023-11-15,7671.84,,FINANCE CONSULTING,003,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I21383,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH STREET NORTHWEST,STE 125,WASHINGTON,DC,20007,,,2023-12-20,11135.88,,FINANCE CONSULTING,003,,,,,,,,,,,,  ,,,,,,,
SB21B,C00788448,SB21B.I15585,,,ORG,STRATEGIC VICTORY SOLUTIONS LLC,,,,,,1305 WEST 11TH STREET,#213,HOUSTON,TX,77008,,,2023-07-05,1000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
