form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00554444,B879605,,,CCM,Arturo for Oklahoma 2024,,,,,,P.O. Box 57004,,Oklahoma City,OK,73157,G2024,,2024-12-31,-500.00,,G-2024 State House 89 OK,011,,,,Alonso,Arturo,,,,H,OK,89,,,,,,,,Voided: Original check dated 07/31/24
SB29,C00554444,B879571,,,CCM,Friends of Meloyde Blancett,,,,,,1620 S. Newport Ave.,,Tulsa,OK,74120,G2024,,2024-12-31,-500.00,,G-2024 State House 78 OK,011,,,,Blancett,Meloyde,,,,H,OK,78,,,,,,,,Voided: Original check dated 07/31/24
SB29,C00554444,B879572,,,CCM,Jared Deck for Norman 2024,,,,,,222 S Mercedes Drive,,Norman,OK,73069,G2024,,2024-12-31,-500.00,,G-2024 State House 44 OK,011,,,,Deck,Jared,,,,H,OK,44,,,,,,,,Voided: Original check dated 07/31/24
SB29,C00554444,B888364,,,CCM,Friends of Anthony Moore,,,,,,PO Box 821,,Clinton,OK,73601,G2024,,2024-12-31,-600.00,,G-2024 State House 57 OK,011,,,,Moore,Anthony,,,,H,OK,57,,,,,,,,Voided: Original check dated 10/11/24
SB29,C00554444,B879588,,,CCM,Friends of Lonnie Paxton 2024,,,,,,1408 State Highway 37,,Tuttle,OK,73089,G2024,,2024-12-31,-1500.00,,G-2024 State Senate 23 OK,011,,,,Paxton,Lonnie,,,,S,OK,23,,,,,,,,Voided: Original check dated 07/31/24
SB29,C00554444,B892647,,,CCM,Friends of Dr. Greg Bonnen PAC,,,,,,405 David,,Friendswood,TX,77546,G2024,,2024-12-02,500.00,,G-2024 State House 24 TX,011,,,,Bonnen,Greg,,,,H,TX,24,,,,,,,,
SB29,C00554444,B892645,,,CCM,Dustin Burrows Campaign,,,,,,PO Box 6170,,Lubbock,TX,79493,G2024,,2024-12-02,500.00,,G-2024 State House 83 TX,011,,,,Burrows,Dustin,,,,H,TX,83,,,,,,,,
SB29,C00554444,B892643,,,CCM,Wayne Christian for Texas,,,,,,204 Houston,,Center,TX,75935,P2028,,2024-12-02,1000.00,,P-2028 Railroad Comm.  TX,011,,,,Christian,Wayne,,,,,TX, ,,,,,,,,
SB29,C00554444,B892642,,,CCM,Christi Craddick Campaign,,,,,,3112 Windsor Suite A PMB 505,,Austin,TX,78703,G2024,,2024-12-02,2500.00,,G-2024 Railroad Comm.  TX,011,,,,Craddick,Christi,L,,,,TX, ,,,,,,,,
SB29,C00554444,B892649,,,CCM,Bryan Hughes Campaign,,,,,,P.O. Box 450,,Minneola,TX,75773,P2026,,2024-12-02,1000.00,,P-2026 State Senate 01 TX,011,,,,Hughes,Bryan,,,,S,TX,01,,,,,,,,
SB29,C00554444,B892646,,,CCM,Friends of Ken King,,,,,,15074 Marshall Drive,,Canadian,TX,79014,G2024,,2024-12-02,500.00,,G-2024 State House 88 TX,011,,,,King,Ken,,,,H,TX,88,,,,,,,,
SB29,C00554444,B892648,,,CCM,Dr. Charles Schwertner for State Senate,,,,,,P.O. Box 2448,,Georgetown,TX,78627,P2026,,2024-12-02,1000.00,,P-2026 State Senate 5 TX,011,,,,Schwertner,Charles,,,,S,TX,05,,,,,,,,
SB29,C00554444,B892644,,,CCM,Wright for Texas Railroad Commission,,,,,,P.O. Box 41964,,Houston,TX,77241,P2026,,2024-12-02,1000.00,,P-2026 Railroad Comm.  TX,011,,,,Wright,Jim,,,,,TX, ,,,,,,,,
