form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00309146,SB23.7326,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,G2023,,2023-07-01,1000.00,,CAMPAIGN EVENT,,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,HINSON,ASHLEY,,,,H,IA,01,,,,,,,,
SB23,C00309146,SB23.7320,,,CCM,CITIZENS FOR BOYLE,,,,,,PO BOX 14310,,PHILADELPHIA,PA,19115,G2023,,2023-08-16,1000.00,,CAMPAIGN EVENT,,C00543363,CITIZENS FOR BOYLE,H4PA13199,BOYLE,BRENDAN,,,,H,PA,02,,,,,,,,
SB23,C00309146,SB23.7327,,,CCM,DARRELL ISSA FOR CONGRESS,,,,,,9070 IRVINE CENTER DR STE 150,,IRVINE,CA,92618,G2023,,2023-07-01,1000.00,,CAMPAIGN EVENT,,C00721332,DARRELL ISSA FOR CONGRESS,H0CA48024,ISSA,DARRELL,,,,H,CA,48,,,,,,,,
SB23,C00309146,SB23.7321,,,CCM,DEBBIE DINGELL FOR CONGRESS,,,,,,PO BOX 972480,,YPSILANTI,MI,48197,G2023,,2023-08-16,1000.00,,CAMPAIGN EVENT,,C00558213,DEBBIE DINGELL FOR CONGRESS,H4MI12079,DINGELL,DEBBIE,,,,H,MI,06,,,,,,,,
SB23,C00309146,SB23.7325,,,CCM,FAMILIES FOR JAMES LANKFORD,,,,,,P.O. BOX 1639,,BETHANY,OK,730081639,G2023,,2023-07-01,1000.00,,CAMPAIGN EVENT,,C00466482,FAMILIES FOR JAMES LANKFORD,S4OK00232,LANKFORD,JAMES,,,,S,OK,,,,,,,,,
SB23,C00309146,SB23.7359,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,G2023,,2023-09-07,1000.00,,CAMPAIGN EVENT,,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,FEENSTRA,RANDY,,,,H,IA,04,,,,,,,,
SB23,C00309146,SB23.7322,,,CCM,FRIENDS OF DAN KILDEE,,,,,,PO BOX 248,,FLINT,MI,48501,G2023,,2023-08-16,1000.00,,CAMPAIGN EVENT,,C00499947,FRIENDS OF DAN KILDEE,H2MI05119,KILDEE,DAN,,,,H,MI,08,,,,,,,,
SB23,C00309146,SB23.7335,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 PENNSYLVANIA AVE SE STE 15180,,WASHINGTON,DC,20003,G2023,,2023-09-05,1000.00,,CAMPAIGN EVENT,,C00264697,FRIENDS OF SHERROD BROWN,S6OH00163,BROWN,SHERROD,,,,S,OH,,,,,,,,,
SB23,C00309146,SB23.7336,,,CCM,HALEY STEVENS FOR CONGRESS,,,,,,33717 WOODWARD AVE #539,,BIRMINGHAM,MI,48009,G2023,,2023-09-05,1000.00,,CAMPAIGN EVENT,,C00638650,HALEY STEVENS FOR CONGRESS,H8MI11254,STEVENS,HALEY,,,,H,MI,11,,,,,,,,
SB23,C00309146,SB23.7323,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,G2023,,2023-08-02,5000.00,,CAMPAIGN EVENT,,,,S2SD00068,THUNE,JOHN,,,,S,SD,,,,,,,,,
SB23,C00309146,SB23.7353,,,CCM,HERN FOR CONGRESS,,,,,,9521-B RIVERSIDE PKWY #350,,TULSA,OK,74137,G2023,,2023-09-06,1000.00,,CAMPAIGN EVENT,,,HERN FOR CONGRESS,H8OK01157,HERN,KEVIN,,,,H,OK,01,,,,,,,,
SB23,C00309146,SB23.7358,,,CCM,LAHOOD FOR CONGRESS,,,,,,PO Box 10735,,Peoria,IL,61612,G2023,,2023-09-07,1000.00,,CAMPAIGN EVENT,,C00575050,LAHOOD FOR CONGRESS,H6IL18088,LAHOOD,DARIN,,,,H,IL,18,,,,,,,,
SB23,C00309146,SB23.7328,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,3337 N HULLEN ST STE 301,,METAIRIE,LA,70002,G2023,,2023-07-01,1000.00,,CAMPAIGN EVENT,,C00608695,MIKE JOHNSON FOR LOUISIANA,H6LA04138,JOHNSON,MIKE,,,,H,LA,04,,,,,,,,
SB23,C00309146,SB23.7360,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,P.O. BOX 476,,LYNDORA,PA,16045,G2023,,2023-09-07,1000.00,,CAMPAIGN EVENT,,C00474189,MIKE KELLY FOR CONGRESS,,KELLY,GEORGE,J,,Jr.,H,PA,16,,,,,,,,
SB23,C00309146,SB23.7324,,,PAC,Mr. SMITH PAC,,,,,,P.O. BOX 30844,,BETHESDA,MD,20824,G2023,,2023-07-25,1000.00,,CAMPAIGN EVENT,,,,H4MO08162,SMITH,JASON,,,,H,MO,08,,,,,,,,
SB23,C00309146,SB23.7337,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,G2023,,2023-08-31,1000.00,,CAMPAIGN EVENT,,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,H8MA02041,NEAL,RICHARD,,,,H,MA,01,,,,,,,,
