form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00656132,B-1457,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-07-01,702.00,,Fundraising consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1458,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-07-01,1511.20,,Travel reimbursement -- see memoed items below,002,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1543,B-1458,,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,,,2024-06-15,1511.20,,Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-The Frost Group
SB21B,C00656132,B-1467,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-07-02,250.00,,Database,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1469,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-07-11,9.99,,Office supply reimbursement,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1470,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-07-11,1125.00,,Bookkeeping and compliance,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1471,,,IND,,Tittle,Jeremy,,,,1522 Hamlin Street Northeast,,Washington,DC,20017,,,2024-07-11,1022.33,,Travel reimbursement -- see memoed items below,002,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1472,B-1471,,ORG,Avis,,,,,,379 Interpace Parkway,,Parsippany-Troy Hills,NJ,07054,,,2024-06-21,281.17,,Transportation,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Jeremy Tittle
SB21B,C00656132,B-1473,B-1471,,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,,,2024-05-22,741.16,,Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Jeremy Tittle
SB21B,C00656132,B-1479,,,PAC,Actblue,,,,,,P.o. Box 441146,,Somerville,MA,02144,,,2024-07-28,59.25,,Credit card contribution processing fee,001,,Actblue,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1486,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-08-01,9.99,,Office supply reimbursement,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1485,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-08-01,702.00,,Fundraising consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1487,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-08-01,2065.85,,Travel reimbursement -- see memoed items below,002,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1490,B-1487,,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,,,2024-06-21,40.00,,Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-The Frost Group
SB21B,C00656132,B-1491,B-1487,,ORG,Uber,,,,,,1455 Market Street,#400,San Francisco,CA,94103,,,2024-06-15,55.02,,Transportation,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-The Frost Group
SB21B,C00656132,B-1492,B-1487,,ORG,Uber,,,,,,1455 Market Street,#400,San Francisco,CA,94103,,,2024-08-22,55.53,,Transportation,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-The Frost Group
SB21B,C00656132,B-1493,B-1487,,ORG,Hertz,,,,,,8501 Williams Road,,Estero,FL,33928,,,2024-06-15,1337.70,,Transportation,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-The Frost Group
SB21B,C00656132,B-1494,B-1487,,ORG,Budget Rental Car,,,,,,6 Sylvan Way,,Parsippany-Troy Hills,NJ,07054,,,2024-06-15,577.60,,Transportation,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-The Frost Group
SB21B,C00656132,B-1488,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-08-01,31561.33,,Fundraising event reimbursements,003,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1489,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-08-01,9.85,,Postage reimbursement,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1502,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-08-02,250.00,,Database,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1499,,,ORG,C&I Consulting,,,,,,226 East Canon Perdido Street,,Santa Barbara,CA,93101,,,2024-09-03,9.99,,Office supply reimbursement,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1498,,,ORG,The Frost Group,,,,,,660 Pennsylvania Avenue Southeast,#202,Washington,DC,20003,,,2024-09-03,702.00,,Fundraising consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00656132,B-1501,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-09-04,250.00,,Database,001,,,,,,,,,,,,,,,,,,,
