form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00570945,SB.28,,,CCM,COMMITTEE TO ELECT MIKE EZELL,,,,,,PO BOX 1842,,GULFPORT,MS,39502,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00776393,,,EZELL,WALTER,MICHAEL,,,H,MS,04,  ,,,,,,,
SB23,C00570945,SB.29,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND STREET,,HULL,IA,51239,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00693663,,,FEENSTRA,RANDY,,,,H,IA,04,  ,,,,,,,
SB23,C00570945,SB.30,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00717959,,,FISCHBACH,MICHELLE,,,,H,MN,07,  ,,,,,,,
SB23,C00570945,SB.23,,,CCM,JOE TEIRAB FOR CONGRESS,,,,,,PO BOX 1894,,BURNSVILLE,MN,55337,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00853929,,,TEIRAB,JOE,,,,H,MN,02,  ,,,,,,,
SB23,C00570945,SB.24,,,CCM,JUDGE JOE MCGRAW FOR CONGRESS,,,,,,PO BOX 1451,,ROCKFOD,IL,61105,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00851246,,,MCGRAW,JOE,,,,H,IL,17,  ,,,,,,,
SB23,C00570945,SB.25,,,CCM,MERCURI FOR CONGRESS,,,,,,3000 VILLAGE RUN ROAD STE 103-300,,WEXFORD,PA,15090,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00848150,,,MERCURI,ROBERT,,,,H,PA,17,  ,,,,,,,
SB23,C00570945,SB.26,,,CCM,NIEMEYER FOR CONGRESS,,,,,,PO BOX 727,,CEDAR LAKE,IN,46303,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00851972,,,NIEMEYER,RANDY,,,,H,IN,01,  ,,,,,,,
SB23,C00570945,SB.27,,,CCM,VINCE FONG FOR CONGRESS,,,,,,PO BOX 11156,,BAKERSFIELD,CA,93389,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00859892,,,FONG,VINCE,,,,H,CA,20,  ,,,,,,,
SB23,C00570945,SB.31,,,CCM,VIRGINIA FOXX FOR CONGRESS,,,,,,PO BOX 2676,,BOONE,NC,28607,P2024,,2024-02-05,5000.00,,CONTRIBUTION ,,C00386748,,,FOXX,VIRGINIA,,,,H,NC,05,  ,,,,,,,
SB23,C00570945,SB.22,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-02-15,5000.00,,CONTRIBUTION ,,C00837484,,,MORENO,BERNIE,,,,S,OH,00,  ,,,,,,,
SB23,C00570945,SB.20,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DRIVE STE C-186,,CHARLESTON,SC,29492,G2024,,2024-02-15,5000.00,,CONTRIBUTION ,,C00710103,,,MACE,NANCY,,,,H,SC,01,  ,,,,,,,
SB23,C00570945,SB.21,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-02-28,5000.00,,CONTRIBUTION ,,C00808279,,,DUARTE,JOHN,,,,H,CA,13,  ,,,,,,,
SB23,C00570945,SB.32,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2024-02-28,2000.00,,CONTRIBUTION ,,C00546499,,,BOST,MIKE,,,,H,IL,12,  ,,,,,,,
SB23,C00570945,SB.33,,,CCM,NANCY DAHLSTROM FOR ALASKA,,,,,,PO BOX 770729,,EAGLE RIVER,AK,99577,P2024,,2024-02-28,5000.00,,CONTRIBUTION ,,C00856716,,,DAHLSTROM,NANCY,,,,H,AK,00,  ,,,,,,,
