form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00745208,SB21B.4557,,,ORG,9Seven Consulting,,,,,,PO Box 183,,Hudson,WI,54016,,,2023-01-09,951.95,,Compliance Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4561,,,ORG,9Seven Consulting,,,,,,PO Box 183,,Hudson,WI,54016,,,2023-02-15,100.00,,Compliance Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4562,,,ORG,9Seven Consulting,,,,,,PO Box 183,,Hudson,WI,54016,,,2023-02-15,500.00,,Compliance Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4573,,,ORG,9Seven Consulting,,,,,,PO Box 183,,Hudson,WI,54016,,,2023-03-28,425.00,,Compliance Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4564,,,ORG,"Aristotle International, Inc.",,,,,,PO Box 716045,,Philadelphia,PA,19171,,,2023-03-06,750.00,,Database,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4575,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2023-04-06,1000.00,,Compliance Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4577,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2023-05-11,400.00,,Compliance Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4578,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2023-06-05,550.00,,Compliance Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4552,,,ORG,Imperium Fundraising,,,,,,P.O. Box 183,,Hudson,WI,54016,,,2023-01-02,16000.00,,Fundrasing Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4558,,,ORG,RightPath,,,,,,5310 Tuscarawas Road,,Bethesda,MD,20816,,,2023-02-08,10000.00,,PAC Strategy Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4568,,,ORG,RightPath,,,,,,5310 Tuscarawas Road,,Bethesda,MD,20816,,,2023-03-13,13993.00,,PAC Strategy Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4579,,,ORG,RightPath,,,,,,5310 Tuscarawas Road,,Bethesda,MD,20816,,,2023-04-17,11878.00,,PAC Strategy Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4580,,,ORG,RightPath,,,,,,5310 Tuscarawas Road,,Bethesda,MD,20816,,,2023-05-12,10000.00,,PAC Strategy Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
SB21B,C00745208,SB21B.4581,,,ORG,RightPath,,,,,,5310 Tuscarawas Road,,Bethesda,MD,20816,,,2023-06-20,5000.00,,PAC Strategy Consulting,001,C00745208,USA FREEDOM FUND,,,,,,,,,,,,,,,,,
