form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00857177,SE.4186,,,ORG,Berlin Daily Sun,,,,,,164 Main St,,Berlin,NH,03570,P2024,,2024-01-18,729.00,2024-01-30,1593274.95,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,X
SE,C00857177,SE.4212,,,ORG,Concord Monitor,,,,,,1 Monitor Dr,,Concord,NH,03302,P2024,,2024-01-20,13856.00,2024-01-11,922071.92,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4185,,,ORG,Conway Daily Sun,,,,,,64 Seavey St,,North Conway,NH,03860,P2024,,2024-01-23,729.00,2024-01-30,1593274.95,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,X
SE,C00857177,SE.4188,,,ORG,Kirstein Strategies LLC,,,,,,1242 Half St,,Washington,DC,20024,P2024,,2024-01-20,5319.45,2024-01-17,1248447.75,Reimbursement - Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4184,,,ORG,Kirstein Strategies LLC,,,,,,1242 Half St,,Washington,DC,20024,P2024,,2024-01-23,729.00,2024-01-30,1593274.95,Reimbursement - Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4187,,,ORG,Kirstein Strategies LLC,,,,,,1242 Half St,,Washington,DC,20024,P2024,,2024-01-18,729.00,2024-01-30,1594003.95,Reimbursement - Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4218,,,ORG,Laconia Daily Sun,,,,,,781 Union Ave,,Laconia,NH,03246,P2024,,2024-01-23,750.00,2024-01-11,931709.42,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4190,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,P2024,,2024-01-02,102732.00,2024-01-02,102732.00,Digital Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4196,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,P2024,,2024-01-09,254886.60,2024-01-09,559513.49,Digital & Radio Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4202,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,P2024,,2024-01-15,214199.00,2024-01-12,1231110.02,Digital & Radio Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4210,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,P2024,,2024-01-19,81023.00,2024-01-19,1432914.39,Digital Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4217,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,,Santa Monica,CA,90405,P2024,,2024-01-22,50000.00,2024-01-22,1483085.07,Digital Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4192,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-04,69273.70,2024-01-02,172005.70,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4193,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-05,26259.20,2024-01-02,198264.90,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4195,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-08,29039.28,2024-01-05,230683.39,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4194,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-02,73943.50,2024-01-09,304626.89,Mail production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4197,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-09,72438.64,2024-01-09,631952.13,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4198,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-10,70081.00,2024-01-09,702033.13,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4200,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-12,89110.92,2024-01-09,791144.05,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4204,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-16,89052.92,2024-01-11,883177.92,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4221,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-15,85201.60,2024-01-11,1016911.02,Mail Production and Postage,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4205,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-17,2500.00,2024-01-16,1236957.30,Graphic Design,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4206,,,ORG,Mission Control Inc,,,,,,624 Hebron Ave,,Glastonbury,CT,06033,P2024,,2024-01-17,750.00,2024-01-18,1249197.75,Graphic Design,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4208,,,ORG,Monadnock Ledger-Transcript,,,,,,20 Grove St,,Peterborough,NH,03458,P2024,,2024-01-18,2910.00,2024-01-11,890965.92,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4214,,,ORG,Nashua Telegraph,,,,,,60 Main St,,Nashua,NH,03060,P2024,,2024-01-21,3371.00,2024-01-16,1240328.30,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4207,,,ORG,Portsmouoth Herald & Fosters Daily Democrat,,,,,,111 New Hampshire Ave,,Portsmouth,NH,03801,P2024,,2024-01-17,4878.00,2024-01-11,888055.92,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4189,,,ORG,The Keene Sentinel,,,,,,60 West St,,Keene,NH,03431,P2024,,2024-01-20,5319.45,2024-01-17,1248447.75,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,X
SE,C00857177,SE.4211,,,ORG,Union Leader,,,,,,100 William Loeb Dr,,Manchester,NH,03109,P2024,,2024-01-19,17250.00,2024-01-11,908215.92,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4215,,,ORG,Union Leader,,,,,,100 William Loeb Dr,,Manchester,NH,03109,P2024,,2024-01-21,2800.00,2024-01-16,1243128.30,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4213,,,ORG,Valley News,,,,,,24 Interchange Dr,,West Lebanon,NH,03784,P2024,,2024-01-20,8887.50,2024-01-11,930959.42,Print Advertising,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
SE,C00857177,SE.4191,,,ORG,Winning Connections,,,,,,317 Pennsylvania Ave Se,,Washington,DC,20003,P2024,,2024-01-03,3379.21,2024-01-04,201644.11,Phone Bank,,C00857177,S,P80000722,Biden,Joseph,R.,,Jr.,P,,NH,Sullivan,Kathleen,,,,2024-02-20,
