form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00165159,SB23.19954,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,P2024,,2023-09-22,31000.00,,Candidate Donations,012,,,,,,,,,,,,,,,,,,,
SB23,C00165159,SB23.19954.0,SB23.19954,SB23,COM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2023-09-22,1000.00,,Donation,012,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,X,
SB23,C00165159,SB23.19954.1,SB23.19954,SB23,CCM,"ANDY BARR FOR CONGRESS, INC.",,,,,,PO BOX 2059,,LEXINGTON,KY,40588,P2024,,2023-09-22,1000.00,,Donation,011,C00467571,"ANDY BARR FOR CONGRESS, INC.",,,,,,,H,KY,06,,,,,,,X,
SB23,C00165159,SB23.19954.2,SB23.19954,SB23,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,P2024,,2023-09-22,1000.00,,Donation,011,C00816983,AARON BEAN FOR CONGRESS,,,,,,,,,,,,,,,,X,
SB23,C00165159,SB23.19954.3,SB23.19954,SB23,CCM,CLIFF BENTZ FOR CONGRESS,,,,,,660 MORGAN AVE,,ONTARIO,OR,97914,P2024,,2023-09-22,1000.00,,Donation,011,C00725465,CLIFF BENTZ FOR CONGRESS,,,,,,,H,OR,02,,,,,,,X,
SB23,C00165159,SB23.19954.4,SB23.19954,SB23,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-09-22,1000.00,,Donation,011,C00546499,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,,H,IL,12,,,,,,,X,
SB23,C00165159,SB23.19954.5,SB23.19954,SB23,CCM,BUCSHON FOR CONGRESS,,,,,,PO BOX 250,,NEWBURGH,IN,47629,P2024,,2023-09-22,1000.00,,Donation,012,C00468256,BUCSHON FOR CONGRESS,,,,,,,H,IN,08,,,,,,,X,
SB23,C00165159,SB23.19954.6,SB23.19954,SB23,PAC,MICHAEL BURGESS FOR CONGRESS,,,,,,PO BOX 2334,,DENTON,TX,76202,P2024,,2023-09-22,1000.00,,Donation,011,C00372532,MICHAEL BURGESS FOR CONGRESS,,,,,,,,,,,,,,,,X,
SB23,C00165159,SB23.19954.7,SB23.19954,SB23,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,,2023-09-22,1000.00,,Donation,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,,H,OR,05,,,,,,,X,
SB23,C00165159,SB23.19954.8,SB23.19954,SB23,CCM,MONICA FOR CONGRESS,,,,,,1025 SKIPPER,,EUGENE,OR,97404,P2024,,2023-09-22,1000.00,,Donation,011,C00422121,MONICA FOR CONGRESS,,,,,,,H,OR,04,,,,,,,X,
SB23,C00165159,SB23.19954.9,SB23.19954,SB23,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-09-22,1000.00,,Donation,011,C00809426,DESPOSITO FOR NEW YORK,,,,,,,H,NY,04,,,,,,,X,
SB23,C00165159,SB23.19954.10,SB23.19954,SB23,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,PO BOX 341027,,AUSTIN,TX,78734,P2024,,2023-09-22,1000.00,,Donation,011,C00770438,JAKE ELLZEY FOR CONGRESS,,,,,,,H,TX,06,,,,,,,X,
SB23,C00165159,SB23.19954.11,SB23.19954,SB23,COM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-09-22,1000.00,,Donation,011,C00693663,FEENSTRA FOR CONGRESS,,,,,,,H,IA,04,,,,,,,X,
SB23,C00165159,SB23.19954.12,SB23.19954,SB23,PAC,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-09-22,1000.00,,Donation,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,,,,,,,,,,,,,,,,X,
SB23,C00165159,SB23.19954.13,SB23.19954,SB23,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2023-09-22,1000.00,,Donation,011,C00729954,GARBARINO FOR CONGRESS,,,,,,,H,NY,02,,,,,,,X,
SB23,C00165159,SB23.19954.14,SB23.19954,SB23,CCM,FRIENDS OF MICHAEL GUEST,,,,,,POST OFFICE BOX 470,,BRANDON,MS,39043,P2024,,2023-09-22,1000.00,,Donation,011,C00665752,FRIENDS OF MICHAEL GUEST,,,,,,,H,MS,03,,,,,,,X,
SB23,C00165159,SB23.19954.15,SB23.19954,SB23,CCM,HUIZENGA FOR CONGRESS,,,,,,PO BOX 254,,ZEELAND,MI,49464,P2024,,2023-09-22,1000.00,,Donation,011,C00459297,HUIZENGA FOR CONGRESS,,,,,,,H,MI,04,,,,,,,X,
SB23,C00165159,SB23.19954.16,SB23.19954,SB23,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,P2024,,2023-09-22,1000.00,,Donation,011,C00527457,FRIENDS OF DAVE JOYCE,,,,,,,H,OH,14,,,,,,,X,
SB23,C00165159,SB23.19954.17,SB23.19954,SB23,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,,2023-09-22,1000.00,,Donation,011,C00776120,KIGGANS FOR CONGRESS,,,,,,,H,VA,02,,,,,,,X,
SB23,C00165159,SB23.19954.18,SB23.19954,SB23,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 2186,,FULLERTON,CA,92837,P2024,,2023-09-22,1000.00,,Donation,011,C00665638,YOUNG KIM FOR CONGRESS,,,,,,,H,CA,39,,,,,,,X,
SB23,C00165159,SB23.19954.19,SB23.19954,SB23,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-09-22,1000.00,,Donation,011,C00806018,LALOTA FOR CONGRESS,,,,,,,H,NY,01,,,,,,,X,
SB23,C00165159,SB23.19954.20,SB23.19954,SB23,CCM,LANGWORTHY FOR CONGRESS,,,,,,PO BOX 120,,CLARENCE,NY,14031,P2024,,2023-09-22,1000.00,,Donation,011,C00817932,LANGWORTHY FOR CONGRESS,,,,,,,H,NY,23,,,,,,,X,
SB23,C00165159,SB23.19954.21,SB23.19954,SB23,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-09-22,1000.00,,Donation,011,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,X,
SB23,C00165159,SB23.19954.22,SB23.19954,SB23,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,P2024,,2023-09-22,1000.00,,Donation,011,C00694778,NICOLE FOR NEW YORK,,,,,,,H,NY,11,,,,,,,X,
SB23,C00165159,SB23.19954.23,SB23.19954,SB23,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,11540 34 MILE ROAD,,BRUCE TOWNSHIP,MI,48065,P2024,,2023-09-22,1000.00,,Donation,011,C00726042,LISA MCCLAIN FOR CONGRESS,,,,,,,H,MI,10,,,,,,,X,
SB23,C00165159,SB23.19954.24,SB23.19954,SB23,CAN,,MILLER-MEEKS,MARIANNETTE JANE,,,,11674 90TH ST,,OTTUMWA,IA,52501,P2024,,2023-09-22,1000.00,,Donation,011,,,H8IA02043,MILLER-MEEKS,MARIANNETTE JANE,,,,H,IA,02,,,,,,,X,
SB23,C00165159,SB23.19954.25,SB23.19954,SB23,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-09-22,1000.00,,Donation,011,C00789586,MARC FOR US INC.,,,,,,,H,NY,19,,,,,,,X,
SB23,C00165159,SB23.19954.26,SB23.19954,SB23,CCM,MOOLENAAR FOR CONGRESS,,,,,,5915 EASTMAN AVENUE,SUITE 100,MIDLAND,MI,48640,P2024,,2023-09-22,1000.00,,Donation,011,C00561530,MOOLENAAR FOR CONGRESS,,,,,,,H,MI,04,,,,,,,X,
SB23,C00165159,SB23.19954.27,SB23.19954,SB23,CCM,BLAKE MOORE FOR CONGRESS,,,,,,370 EAST SOUTH TEMPLE STE 580,,SALT LAKE CITY,UT,84111,P2024,,2023-09-22,1000.00,,Donation,011,C00738872,BLAKE MOORE FOR CONGRESS,,,,,,,H,UT,01,,,,,,,X,
SB23,C00165159,SB23.19954.28,SB23.19954,SB23,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2023-09-22,1000.00,,Donation,011,C00559393,DAN NEWHOUSE FOR CONGRESS,,,,,,,H,WA,04,,,,,,,X,
