form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00872101,4041,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,,,2024-09-27,55213.86,,TRANSFER OF NET PROCEEDS,,C00577999,,,BANKS,JAMES,E,,,S,IN,,  ,,,,,,,
SB22,C00872101,4034,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,,,2024-09-27,163002.12,,TRANSFER OF NET PROCEEDS,,C00829499,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00872101,4044,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,,,2024-09-27,60200.80,,TRANSFER OF NET PROCEEDS,,C00829499,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00872101,4043,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO BOX 23537,,PITTSBURGH,PA,15222,,,2024-09-27,92734.66,,TRANSFER OF NET PROCEEDS,,C00851980,,,MCCORMICK,DAVE,,,,S,PA,,  ,,,,,,,
SB22,C00872101,4039,,,CCM,HOGAN FOR MARYLAND INC.,,,,,,"2077 SOMERVILLE ROAD, STE 206",,ANNAPOLIS,MD,21401,,,2024-09-27,90581.18,,TRANSFER OF NET PROCEEDS,,C00869016,,,HOGAN,LARRY,,,,S,MD,,  ,,,,,,,
SB22,C00872101,4032,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,,,2024-09-27,29586.80,,TRANSFER OF NET PROCEEDS,,C00870139,,,HOVDE,ERIC,,,,S,WI,,  ,,,,,,,
SB22,C00872101,4040,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,,,2024-09-27,106815.30,,TRANSFER OF NET PROCEEDS,,C00870139,,,HOVDE,ERIC,,,,S,WI,,  ,,,,,,,
SB22,C00872101,4047,,,CCM,HUNG CAO FOR VIRGINIA,,,,,,PO BOX 652,,PURCELLVILLE,VA,20134,,,2024-09-27,39951.59,,TRANSFER OF NET PROCEEDS,,C00802488,,,CAO,HUNG,,,,S,VA,,  ,,,,,,,
SB22,C00872101,4037,,,CCM,JIM JUSTICE FOR U.S. SENATE,,,,,,"3501 MACCORKLE AVE SE, NUM 131",,CHARLESTON,WV,25304,,,2024-09-27,55996.23,,TRANSFER OF NET PROCEEDS,,C00839100,,,JUSTICE,JAMES,CONLEY,,II,S,WV,,  ,,,,,,,
SB22,C00872101,4048,,,CCM,JOHN CURTIS FOR UTAH,,,,,,PO BOX 296,,PROVO,UT,84603,,,2024-09-27,37030.25,,TRANSFER OF NET PROCEEDS,,C00647339,,,CURTIS,JOHN,,,,S,UT,,  ,,,,,,,
SB22,C00872101,4033,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,,,2024-09-27,22753.84,,TRANSFER OF NET PROCEEDS,,C00852343,,,LAKE,KARI,,,,S,AZ,,  ,,,,,,,
SB22,C00872101,4042,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,,,2024-09-27,86360.28,,TRANSFER OF NET PROCEEDS,,C00852343,,,LAKE,KARI,,,,S,AZ,,  ,,,,,,,
SB22,C00872101,4038,,,CCM,NELLA FOR SENATE,,,,,,P.O. BOX 90574,,ALBUQUERQUE,NM,87199,,,2024-09-27,56840.10,,TRANSFER OF NET PROCEEDS,,C00865956,,,DOMENICI,NELLA,LOUISE,,,S,NM,,  ,,,,,,,
SB22,C00872101,4035,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,49085,,,2024-09-27,28174.93,,TRANSFER OF NET PROCEEDS,,C00849810,,,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00872101,4045,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,49085,,,2024-09-27,125964.57,,TRANSFER OF NET PROCEEDS,,C00849810,,,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00872101,4036,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,,,2024-09-27,157228.40,,TRANSFER OF NET PROCEEDS,,C00845032,,,BROWN,SAM,,,,S,NV,,  ,,,,,,,
SB22,C00872101,4046,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 7209,,HELENA,MT,59604,,,2024-09-27,168655.83,,TRANSFER OF NET PROCEEDS,,C00844159,,,SHEEHY,TIM,,,,S,MT,,  ,,,,,,,
SB22,C00872101,4049,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-27,405545.47,,TRANSFER OF NET PROCEEDS - GENERAL ACCT,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00872101,4050,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-27,146900.43,,TRANSFER OF NET PROCEEDS - LEGAL ACCT,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00872101,4051,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-27,34769.51,,TRANSFER OF NET PROCEEDS - HQ ACCT,,C00027466,,,,,,,,,,,  ,,,,,,,
