form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00566562,500714221,,,CCM,VINDMAN FOR CONGRESS,,,,,,4222 Fortuna Center Plz,Ste 664,Dumfries,VA,220251515,G2024,,2024-08-28,5000.00,0.00,Contribution,,C00856955,,,VINDMAN,YEVGENY,'EUGENE',,,H,VA,07,,,,,,,,
SB23,C00566562,500714222,,,CCM,MISSY FOR CONGRESS,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,G2024,,2024-08-28,5000.00,0.00,Contribution,,C00849836,,,COTTER SMASAL,MISSY,,,,H,VA,02,,,,,,,,
SB23,C00566562,500745142,,,CCM,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-09-30,50500.00,0.00,Credit Card Payment - see memos,,,,,,,,,,,,,,,,,,,,
SB23,C00566562,500714217,,,CCM,BILL FOSTER FOR CONGRESS,,,,,,PO Box 9104,,Aurora,IL,605989104,G2024,,2024-07-09,5000.00,0.00,Contribution,,C00435099,,,FOSTER,G. WILLIAM (BILL),,,,H,IL,11,,,,,,,,
SB23,C00566562,500714272,500714229,SB23,CCM,HERTEL FOR MICHIGAN,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-09-26,1500.00,0.00,Contributions,,C00844480,,,HERTEL,CURTIS,JR.,,,H,MI,07,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500714273,500714229,SB23,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-09-26,1500.00,0.00,Contributions,,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500714274,500714229,SB23,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-09-26,1500.00,0.00,Contributions,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500714275,500714229,SB23,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-09-26,1500.00,0.00,Contributions,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500714276,500714229,SB23,CCM,AMISH FOR ARIZONA,,,,,,PO Box 7070,,Phoenix,AZ,850117070,P2024,,2024-09-26,1700.00,0.00,Contributions,,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500714277,500714229,SB23,CCM,MARLINGA FOR CONGRESS,,,,,,155 S Main St,Unit 672,Mount Clemens,MI,480467727,G2024,,2024-09-26,1700.00,0.00,Contributions,,C00807727,,,MARLINGA,CARL,J.,,,H,MI,10,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500714287,500714229,SB23,CCM,AMISH FOR ARIZONA,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-09-26,3300.00,0.00,Contributions,,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500714278,500714229,SB23,CCM,MARLINGA FOR CONGRESS,,,,,,155 S Main St,Unit 672,Mount Clemens,MI,480467727,G2024,,2024-09-26,3300.00,0.00,Contributions,,C00807727,,,MARLINGA,CARL,J.,,,H,MI,10,,,,,,,X,* 9/26 Amex Payment
SB23,C00566562,500709600,500709569,SB23,CCM,ADAM GRAY FOR CONGRESS,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00801431,,,GRAY,ADAM C.,,,,H,CA,13,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709570,500709569,SB23,CCM,EHASZ FOR CONGRESS,,,,,,1800 Byberry Rd,Unit 1336,Bensalem,PA,190204747,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00791335,,,EHASZ,ASHLEY,,,,H,PA,01,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709580,500709569,SB23,CCM,CITIZENS FOR PETER BARCA,,,,,,PO Box 1509,,Kenosha,WI,531411509,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00876490,,,BARCA,PETER,,,,H,WI,01,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709590,500709569,SB23,CCM,Josh Harder For Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,G2024,,2024-09-30,1700.00,0.00,Contributions,,C00639146,,,HARDER,JOSH,,,,H,CA,10,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709571,500709569,SB23,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709581,500709569,SB23,CCM,RUDY SALAS FOR CONGRESS,,,,,,PO Box 42257,,Bakersfield,CA,933842257,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00791756,,,SALAS,RUDY,,,,H,CA,22,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709591,500709569,SB23,CCM,Josh Harder For Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,G2024,,2024-09-30,3300.00,0.00,Contributions,,C00639146,,,HARDER,JOSH,,,,H,CA,10,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709572,500709569,SB23,CCM,DAVE MIN FOR CONGRESS,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00831537,,,MIN,DAVE,,,,H,CA,47,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709582,500709569,SB23,CCM,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00841643,,,ALTMAN,SUSAN,COPIUS,,,H,NJ,07,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709592,500709569,SB23,CCM,Tom Suozzi for Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,G2024,,2024-09-30,1700.00,0.00,Contributions,,C00607200,,,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709573,500709569,SB23,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00843425,,,BYNUM,JANELLE,,,,H,OR,05,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709583,500709569,SB23,CCM,TONY VARGAS FOR CONGRESS,,,,,,PO Box 746,,Boystown,NE,680100746,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00784371,,,VARGAS,ANTHONY 'TONY',,,,H,NE,02,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709593,500709569,SB23,CCM,Tom Suozzi for Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,G2024,,2024-09-30,3300.00,0.00,Contributions,,C00607200,,,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709574,500709569,SB23,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00843425,,,BYNUM,JANELLE,,,,H,OR,05,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709575,500709569,SB23,CCM,ENGEL FOR ARIZONA,,,,,,PO Box 40721,,Tucson,AZ,857170721,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709585,500709569,SB23,CCM,MANNION FOR NEW YORK,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-09-30,1700.00,0.00,Contributions,,C00845461,,,MANNION,JOHN,W,,,H,NY,22,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709595,500709569,SB23,CCM,VAL HOYLE FOR CONGRESS,,,,,,PO Box 657,,Springfield,OR,974770116,G2024,,2024-09-30,1700.00,0.00,Contributions,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,X,* 9/30 Amex Payment
SB23,C00566562,500709576,500709569,SB23,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-09-30,1500.00,0.00,Contributions,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,X,* 9/30 Amex Payment
