form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00857680,500261500,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-01-15,97.25,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500261501,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-01-22,50.84,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500262803,,,ORG,Blueprint Interactive,,,,,,1730 Rhode Island Ave NW,Ste 1014,Washington,DC,200363112,,,2024-01-24,750.00,0.00,Website Hosting,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500261373,,,ORG,MBA Consulting Group,,,,,,PO Box 15845,,Washington,DC,200030845,,,2024-01-23,2000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500262804,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-01-29,111.79,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500262805,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-01-31,46.28,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500259357,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-01-08,638.39,0.00,Credit Card Payment - See Below If Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500259364,500259357,SB21B,ORG,United States Postal Service,,,,,,611 N Mills Ave,,Orlando,FL,328034637,,,2024-01-08,388.00,0.00,Postage,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00857680,500259297,,,ORG,Golden Ventures LLC,,,,,,24 Stuart Dr,,Barrington,NH,038255416,,,2024-01-08,8000.00,0.00,Political Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500261438,,,ORG,NGP VAN Inc,,,,,,1101 15th St NW,Ste 500,Washington,DC,200055006,,,2024-01-24,2400.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500261498,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-01-02,68.72,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500261519,,,ORG,Golden Ventures LLC,,,,,,24 Stuart Dr,,Barrington,NH,038255416,,,2024-01-29,8000.00,0.00,Political Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500261439,,,ORG,NGP VAN Inc,,,,,,1101 15th St NW,Ste 500,Washington,DC,200055006,,,2024-01-24,200.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00857680,500261499,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-01-08,18.59,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
