form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00193433,SB29-399275,,,CCM,Adele for Delegate ,,,,,,"220 20th Street S, Apt 916",,Arlington,VA,22202,,,2023-05-04,2500.00,0.00,Candidate Contribution,,,Adele for Delegate ,,,,,,,,,,,,,,,,,State House; VA-02
SB29,C00193433,SB29-399278,,,CCM,Destiny for Virginia ,,,,,,"9962 Brook Rd., #671",,Glen Allen,VA,23059,,,2023-05-04,2500.00,0.00,Candidate Contribution,,,Destiny for Virginia ,,,,,,,,,,,,,,,,,State House; VA-80
SB29,C00193433,SB29-399280,,,CCM,Favola for State Senate ,,,,,,2319 18th Street North,,Arlington,VA,22201,,,2023-05-04,1000.00,0.00,Candidate Contribution,,,Favola for State Senate ,,,,,,,,,,,,,,,,,State Senate; VA-40
SB29,C00193433,SB29-399283,,,CCM,Friends of Laura Jane Cohen ,,,,,,6622 Fairweather Ct.,,Burke,VA,22015,,,2023-05-04,2500.00,0.00,Candidate Contribution,,,Friends of Laura Jane Cohen ,,,,,,,,,,,,,,,,,State House; VA-15
SB29,C00193433,SB29-399284,,,CCM,McQuinn for Delegate ,,,,,,8800 Strath Road,,Henrico,VA,23231,,,2023-05-04,2500.00,0.00,Candidate Contribution,,,McQuinn for Delegate ,,,,,,,,,,,,,,,,,State House; VA-81
SB29,C00193433,SB29-399287,,,ORG,NetRoots Nation ,,,,,,4741 Central St #377,,Kansas City,MO,64112,,,2023-05-04,10000.00,0.00,Charitable Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00193433,SB29-399295,,,CCM,Trish White Boyd For Senate ,,,,,,324 Washington Ave. #202,,Roanoke,VA,24016,,,2023-05-04,2500.00,0.00,Candidate Contribution,,,Trish White Boyd For Senate ,,,,,,,,,,,,,,,,,State Senate; VA-04
SB29,C00193433,SB29-399262,,,CCM,Heather Boyd For PA ,,,,,,315 Upland Way,,Drexel Hill,PA,19026,,,2023-05-04,5000.00,0.00,Candidate Contribution,,,Heather Boyd For PA ,,,,,,,,,,,,,,,,,State House; PA-163
SB29,C00193433,SB29-399263,,,CCM,Kim Adams for Virginia ,,,,,,24401 Plantation Drive,,North Dinwiddie,VA,23803,,,2023-05-04,20000.00,0.00,Candidate Contribution,,,Kim Adams for Virginia ,,,,,,,,,,,,,,,,,State House; VA-82
SB29,C00193433,SB29-399264,,,CCM,Katrina Callsen for Delegate ,,,,,,935 King William Dr,,Charlottesville,VA,22901,,,2023-05-04,5000.00,0.00,Candidate Contribution,,,Katrina Callsen for Delegate ,,,,,,,,,,,,,,,,,State House; VA-54
SB29,C00193433,SB29-399265,,,CCM,Laufer for Delegate ,,,,,,2539 Summit Ridge Trail,,Charlottesville,VA,22911,,,2023-05-04,20000.00,0.00,Candidate Contribution,,,Laufer for Delegate ,,,,,,,,,,,,,,,,,State House; VA-55
