form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00640300,EB35491,,,ORG,Gaglers Inc. (Callhub.io),,,,,,"340 S. Lemon Avenue, #7468",,Walnut,CA,91789,,,2023-07-06,681.95,,Phone banking,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,NB32898,,,PAC,Ohio One Person One Vote PAC (ID# BI1907),,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-07-06,450.00,,Ohio state level postcard campaign in opposition to issue 1,011,,Ohio One Person One Vote PAC (ID# BI1907),,,,,,,,,,,,,,,,X,
SB29,C00640300,NB32896,,,PAC,Ohio One Person One Vote PAC (ID# BI1907),,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-07-07,1533.86,,Ohio state level postcard campaign in opposition to issue 1,011,,Ohio One Person One Vote PAC (ID# BI1907),,,,,,,,,,,,,,,,X,
SB29,C00640300,NB32897,,,PAC,Ohio One Person One Vote PAC (ID# BI1907),,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-07-07,1500.00,,Ohio state level postcard campaign in opposition to issue 1,011,,Ohio One Person One Vote PAC (ID# BI1907),,,,,,,,,,,,,,,,X,
SB29,C00640300,EB33805,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,,,2023-07-31,25.25,,Ohio state level postcard campaign in opposition to issue 1,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35493,,,ORG,Gaglers Inc. (Callhub.io),,,,,,"340 S. Lemon Avenue, #7468",,Walnut,CA,91789,,,2023-08-02,393.28,,Phone banking,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35483,,,ORG,America Votes,,,,,,"1155 Connecticut Ave NW, Ste 600",,Washington,DC,20036,,S2024,2023-08-07,2250.00,,Voter data,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB33132,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,,,2023-08-09,2295.05,,Ohio state level texting campaign in opposition to issue 1,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35487,,,ORG,America Votes,,,,,,"1155 Connecticut Ave NW, Ste 600",,Washington,DC,20036,,,2023-08-24,1443.84,,Voter data,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35485,,,ORG,America Votes,,,,,,"1155 Connecticut Ave NW, Ste 600",,Washington,DC,20036,,,2023-09-04,298.17,,Voter data,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35499,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,,,2023-09-05,101.64,,Phone banking,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35497,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,,,2023-09-05,1741.20,,Phone banking,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35489,,,ORG,America Votes,,,,,,"1155 Connecticut Ave NW, Ste 600",,Washington,DC,20036,,,2023-09-19,1502.04,,Voter data,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB35495,,,ORG,Gaglers Inc. (Callhub.io),,,,,,"340 S. Lemon Avenue, #7468",,Walnut,CA,91789,,,2023-10-05,449.30,,Phone banking,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB34676,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,,,2023-11-01,308.70,,Ohio state level phonebank campaign in support of issue 1,012,,,,,,,,,,,,,,,,,,,
SB29,C00640300,EB34701,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,,,2023-11-08,2204.89,,Ohio state level phonebank and texting campaign in support of issue 1,012,,,,,,,,,,,,,,,,,,,
