form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00872879,B-25859,,,ORG,Alanda Ltd,,,,,,900 Broadway,3rd Floor,New York,NY,10003,,,2024-11-07,9250.00,,Media Production; IE only account,001,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-20392,,,ORG,Assembly Films,,,,,,411 Lafayette Street,2nd Floor,New York,NY,10003,,,2024-10-17,9249.00,,Video Production; IE only account,001,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-20393,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-10-17,45000.00,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-25856,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-11-07,6798.00,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-25857,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-11-07,24980.57,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-25858,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-11-07,40699.96,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-26133,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-11-08,9268.51,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-26134,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-11-08,20000.00,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-26135,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-11-08,20105.00,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-23282,,,CCM,Kim Keiserman For State Senate,,,,,,300 Glen Street,,Glen Cove,NY,11542,G2024,,2024-10-25,2000.00,3000.00,Contribution of federal funds,011,,Kim Keiserman For State Senate,,Keiserman,Kim,,,,,NY,,,,,,,,,
SB29,C00872879,B-25930,,,ORG,Mackcut,,,,,,907 Broadway,#5,New York,NY,10010,,,2024-11-11,2100.00,,Video Production; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-20394,,,ORG,NGP VAN,,,,,,655 15th Street Northwest,650,Washington,DC,20005,,,2024-10-21,2286.38,,Email Fundraising Platform,003,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-20728,,,PAC,Somos PAC,,,,,,"700 13th Street, NW",Suite 600,Washington,DC,20005,,,2024-10-21,50000.00,,Contribution of IE funds,012,C00724203,Somos PAC,,,,,,,,,,,,,,,,,
SB29,C00872879,B-25929,,,ORG,Sunshine Sachs Morgan & Lylis,,,,,,6 East 32nd Street,,New York,NY,10016,,,2024-11-11,20000.00,,Video Production; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-25860,,,ORG,Untitled Secret LLC,,,,,,49 West 19th Street,#3,New York,NY,10011,,,2024-11-08,15000.00,,Social Media Consulting; IE only account,004,,,,,,,,,,,,,,,,,,,
