form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00161414,B003502S000008L23,,,COM,AMERICAN PROPERTY CASUALTY INSURANCE,,,,,,ASSOCIATION PAC (INSUR AMER PAC),"8700 WEST BRYN MAWR, SUITE 1200S",CHICAGO,IL,60631,O2024,ANNUAL/OTHER,2024-06-20,1000.00,,2024 ANNUAL/OTHER,011,C00066472,,,,,,,,,,,,,,,,,,
SB23,C00161414,B003505S000002L23,,,COM,AMERICAN SECURITY PAC,,,,,,167 WEST MANOR LANE,,ALEXANDRIA,AL,36250,O2024,ANNUAL/OTHER,2024-06-20,2500.00,,2024 ANNUAL/OTHER,011,C00439521,,,,,,,,,,,,,,,,,,
SB23,C00161414,B003502S000002L23,,,CCM,STEVE DAINES FOR MONTANA,,,,,,PO BOX 1598,,HELENA,MT,59624,P2026,,2024-06-20,5000.00,,2026 PRIMARY ELECTION,011,C00491357,,S2MT00096,DAINES,STEVEN,,,,S,MT,,,,,,,,,
SB23,C00161414,B003502S000006L23,,,CCM,DELBENE FOR CONGRESS,,,,,,PO BOX 477,,KIRKLAND,WA,98083,G2024,,2024-06-20,1000.00,,2024 GENERAL ELECTION,011,C00459099,,H0WA08046,DELBENE,SUZAN,K,,,H,WA,01,,,,,,,,
SB23,C00161414,B003502S000001L23,,,CCM,DOBSON FOR CONGRESS,,,,,,PO BOX 6051,,MONTGOMERY,AL,36106,P2024,,2024-06-20,2500.00,,2024 PRIMARY ELECTION,011,C00855494,,H4AL02220,DOBSON,CAROLEENE,,,,H,AL,02,,,,,,,,
SB23,C00161414,B003502S000010L23,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-06-20,1000.00,,2024 GENERAL ELECTION,011,C00607416,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00161414,B003502S000005L23,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,G2024,,2024-06-20,1000.00,,2024 GENERAL ELECTION,011,C00573949,,H6NJ05171,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00161414,B003502S000009L23,,,COM,INSURED RETIREMENT INSTITUTE PAC-IRI PAC,,,,,,1100 VERMONT AVENUE NW,10TH FLOOR,WASHINGTON,DC,20005,O2024,ANNUAL/OTHER,2024-06-20,1000.00,,2024 ANNUAL/OTHER,011,C00490474,,,,,,,,,,,,,,,,,,
SB23,C00161414,B003502S000004L23,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 17490,,ANAHEIM,CA,92817,G2024,,2024-06-20,2000.00,,2024 GENERAL ELECTION,011,C00665638,,H8CA39240,KIM,YOUNG,,,,H,CA,40,,,,,,,,
SB23,C00161414,B003502S000007L23,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,O2024,ANNUAL/OTHER,2024-06-20,2500.00,,2024 ANNUAL/OTHER,011,C00367862,,H2AL03032,ROGERS,MICHAEL,'MIKE',,,H,AL,03,,,,,,,,
SB23,C00161414,B003505S000001L23,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,O2024,ANNUAL/OTHER,2024-06-20,-2500.00,,CHANGING RECIPIENT-AMERICAN SECURITY PAC,011,C00367862,,H2AL03032,ROGERS,MICHAEL,'MIKE',,,H,AL,03,,,,,,,,
SB23,C00161414,B003502S000003L23,,,COM,WINNING FOR AMERICA PAC,,,,,,101 W ARGONNE DRIVE #24,,ST LOUIS,MO,63122,O2024,ANNUAL/OTHER,2024-06-20,5000.00,,2024 ANNUAL/OTHER,011,C00826362,,,,,,,,,,,,,,,,,,
