form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00695254,17412903,,,COM,Sinema Leadership Fund,,,,,,PO Box 15854,,Washington,DC,20003,,,2023-06-06,2500.00,0.00,Sinema for Arizona 2024 Primary,011,,,,,,,,,,,,,,,,,,,Sinema for Arizona 2024 Primary
SB23,C00695254,17412904,,,CCM,Sinema For Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,P2024,,2023-06-06,2200.00,0.00,Sinema Leadership Fund 2023,011,C00508804,Sinema For Arizona,S8AZ00197,Sinema,Krysten,,Sen.,,S,AZ,,,,,,,,X,(Memo Entry)
SB23,C00695254,17412936,,,CCM,Sinema For Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,G2024,,2023-06-06,300.00,0.00,Sinema Leadership Fund 2023,011,C00508804,Sinema For Arizona,S8AZ00197,Sinema,Krysten,,Sen.,,S,AZ,,,,,,,,X,(Memo Entry)
SB23,C00695254,17413980,,,COM,Team Fitz,,,,,,PO BOX 30844,,Bethesda,MD,20824,,,2023-06-07,2500.00,0.00,2023,011,,,,,,,,,,,,,,,,,,,2023
SB23,C00695254,17413982,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,G2024,,2023-06-07,2500.00,0.00,Team Fitz,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,X,(Memo Entry)
SB23,C00695254,17413983,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,19333,P2024,,2023-06-07,5000.00,0.00,,011,C00637371,Chrissy Houlahan For Congress,H8PA06087,Houlahan,Chrissy,,Rep.,,H,PA,06,,,,,,,,
SB23,C00695254,17413984,,,CCM,Lisa Blunt Rochester For Congress,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2023-06-07,5000.00,0.00,,011,C00590778,Lisa Blunt Rochester For Congress,H6DE00206,Blunt Rochester,Lisa,,Rep.,,H,DE,00,,,,,,,,
SB23,C00695254,17413985,,,PTY,DCCC,,,,,,"430 South Capitol Street, SE",2nd Floor,Washington,DC,20034,,,2023-06-07,2500.00,0.00,2023,011,,,,,,,,,,,,,,,,,,,2023
SB23,C00695254,17413986,,,CCM,Scanlon For Congress,,,,,,PO Box 263,,Swarthmore,PA,19081,G2024,,2023-06-07,5000.00,0.00,,011,C00669358,Scanlon For Congress,H8PA07200,Scanlon,Mary,,Rep.,,H,PA,05,,,,,,,,
SB23,C00695254,17415674,,,PAC,Velvet Hammer PAC,,,,,,PO Box 14362,,Saint Paul,MN,55114,,,2023-06-14,1500.00,0.00,,011,C00692111,,,,,,,,,,,,,,,,,,
SB23,C00695254,17416092,,,CCM,Collins For Senator,,,,,,PO Box 1096,,Bangor,ME,04402,P2026,,2023-06-15,2500.00,0.00,,011,C00314575,Collins For Senator,S6ME00159,Collins,Susan,,Sen.,,S,ME,,,,,,,,,
SB23,C00695254,17457173,,,CCM,Smucker For Congress,,,,,,824 S Milledge Ave,Ste 101,Athens,PA,30605,P2024,,2023-06-22,1000.00,0.00,,011,C00599464,Smucker For Congress,H6PA16320,Smucker,Lloyd,,Rep.,,H,PA,11,,,,,,,,
SB23,C00695254,17457178,,,CCM,Cathy McMorris Rodgers For Congress,,,,,,Box 137,,Spokane,WA,99210,P2024,,2023-06-22,1000.00,0.00,,011,C00390476,Cathy McMorris Rodgers For Congress,H4WA05077,McMorris Rodgers,Cathy,,Rep.,,H,WA,05,,,,,,,,
