form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00863035,500151380,,,ORG,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-08-06,10000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00863035,500151390,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-09-24,274.39,0.00,Joint Fundraising Transfer,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB22,C00863035,500151381,,,ORG,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-08-06,4890.10,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00863035,500151382,,,ORG,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-09-05,14673.75,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00863035,500151383,,,ORG,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-09-20,7625.12,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00863035,500151384,,,ORG,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-09-24,20939.73,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00863035,500151385,,,ORG,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-09-30,42515.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00863035,500151386,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-07-29,19.21,0.00,Joint Fundraising Transfer,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB22,C00863035,500151387,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-08-01,332.99,0.00,Joint Fundraising Transfer,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB22,C00863035,500151388,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-09-05,5865.08,0.00,Joint Fundraising Transfer,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB22,C00863035,500151379,,,ORG,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-07-09,9604.99,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00863035,500151389,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-09-20,5480.77,0.00,Joint Fundraising Transfer,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
