form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00330233,SB29.14634,,,CCM,Committee to Elect Alan Morrison,,,,,,PO Box 583,,Seelyville,IN,47878,P2024,,2024-04-26,500.00,,Contribution,,,Committee to Elect Alan Morrison,,Morrison,Alan,,,,H,IN,42,,,,,,,,
SB29,C00330233,SB29.14635,,,CCM,Committee to Re-Elect Jason Howell,,,,,,101 North 8th St.,,Murray,KY,42071,P2024,,2024-04-26,500.00,,Contribution,,,Committee to Re-Elect Jason Howell,,Howell,Jason,,,,S,KY,01,,,,,,,,
SB29,C00330233,SB29.14636,,,CCM,Committee to Re-Elect Johnnie Turner,,,,,,PO Box 351,,Harlan,KY,40831,P2024,,2024-04-26,1000.00,,Contribution,,,Committee to Re-Elect Johnnie Turner,,Turner,Johnnie L,,,,S,KY,29,,,,,,,,
SB29,C00330233,SB29.14637,,,CCM,Committee to Re-Elect Killian Timoney,,,,,,400 Springhill Dr.,,Lexington,KY,40503,P2024,,2024-04-26,1000.00,,Contribution,,,Committee to Re-Elect Killian Timoney,,Timoney,Killian,,,,H,KY,45,,,,,,,,
SB29,C00330233,SB29.14638,,,CCM,Committee to Re-Elect Kim King,,,,,,250 Bright Leaf Dr.,,Harrodsburg,KY,40330,P2024,,2024-04-26,500.00,,Contribution,,,Committee to Re-Elect Kim King,,King,Kim,,,,H,KY,55,,,,,,,,
SB29,C00330233,SB29.14639,,,CCM,Friends of Matt Hostettler,,,,,,5289 N 775 E,,Patoka,IN,47666,P2024,,2024-04-26,500.00,,Contribution,,,Friends of Matt Hostettler,,Hostettler,Matt,,,,H,IN,64,,,,,,,,
SB29,C00330233,SB29.14640,,,CCM,Friends of Suzanne Crouch,,,,,,PO Box 2960,,Indianapolis,IN,46206,P2024,,2024-04-26,500.00,,Contribution for Governor,,,Friends of Suzanne Crouch,,Crouch,Suzanne,,,,,IN,00,,,,,,,,
SB29,C00330233,SB29.14641,,,CCM,Householder for Auditor,,,,,,212 Snooks Lane,,Martinsburg,WV,25405,P2024,,2024-04-26,1000.00,,Contribution for State Auditor,,,Householder for Auditor,,Householder,Eric,,,,,WV,00,,,,,,,,
SB29,C00330233,SB29.14642,,,CCM,Ledbetter For State Representative,,,,,,PO Box 1174,,Newburgh,IN,47629,P2024,,2024-04-26,1000.00,,Contribution,,,Ledbetter For State Representative,,Ledbetter,Cindy,,,,H,IN,75,,,,,,,,
SB29,C00330233,SB29.14643,,,CCM,Linville for West Virginia,,,,,,PO Box 475,,Milton,WV,25541,P2024,,2024-04-26,1000.00,,Contribution,,,Linville for West Virginia,,Linville,Daniel,,,,H,WV,22,,,,,,,,
SB29,C00330233,SB29.14644,,,CCM,Mike Braun for Indiana Inc.,,,,,,PO Box 1126,,Carmel,IN,46082,P2024,,2024-04-26,2500.00,,Contribution for Governor,,,Mike Braun for Indiana Inc.,,Braun,Mike,,,,,IN,00,,,,,,,,
SB29,C00330233,SB29.14645,,,CCM,Team Morrisey,,,,,,126 Rebels Roost Ct.,,Harpers Ferry,WV,25425,P2024,,2024-04-26,2500.00,,Contribution for Governor,,,Team Morrisey,,Morrisey,Patrick,,,,,WV,00,,,,,,,,
