form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00235853,500689887,,,PTY,Alaska Democratic Party,,,,,,PO Box 240207,,Anchorage,AK,995240207,G2024,,2024-10-18,5000.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00191247,Alaska Democratic Party,,,,,,,,,,,,,,,,X,* 2020
SB23,C00235853,500690637,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,G2024,,2024-10-25,10000.00,0.00,Contribution,,C00166710,Arizona Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00235853,500692725,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,G2024,,2024-11-02,4296.76,0.00,In-kind: GOTV phones and doors,,C00166710,Arizona Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00235853,500689551,,,PTY,California Democratic Party,,,,,,1830 9th St,,Sacramento,CA,958117012,G2024,,2024-10-17,3039.04,0.00,In-kind: GOTV phones and doors,,C00105668,California Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00235853,500692726,,,PTY,California Democratic Party,,,,,,1830 9th St,,Sacramento,CA,958117012,G2024,,2024-11-02,3089.53,0.00,In-kind: GOTV phones and doors,,C00105668,California Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00235853,500689889,,,PTY,Democratic Executive Committee of Florida,,,,,,201 S Monroe St,Ste 301,Tallahassee,FL,323011848,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00005561,Democratic Executive Committee of Florida,,,,,,,,,,,,,,,,X,* 2020
SB23,C00235853,500689560,,,PTY,Democratic Party of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,G2024,,2024-10-17,100.08,0.00,In-kind: GOTV phones and doors,,C00019331,Democratic Party of Wisconsin Federal,,,,,,,,,,,,,,,,,
SB23,C00235853,500692733,,,PTY,Democratic Party of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,G2024,,2024-11-02,2026.80,0.00,In-kind: GOTV phones and doors,,C00019331,Democratic Party of Wisconsin Federal,,,,,,,,,,,,,,,,,
SB23,C00235853,500689553,,,PTY,Democratic State Central Committee of Maryland,,,,,,275 West St,Ste 70,Annapolis,MD,214013464,G2024,,2024-10-17,455.40,0.00,In-kind: GOTV phones and doors,,C00141812,Democratic State Central Committee of Maryland,,,,,,,,,,,,,,,,,
SB23,C00235853,500689552,,,PTY,Georgia Federal Elections Committee,,,,,,PO Box 89202,,Atlanta,GA,303120202,G2024,,2024-10-17,379.12,0.00,In-kind: GOTV phones and doors,,C00041269,Georgia Federal Elections Committee,,,,,,,,,,,,,,,,,
SB23,C00235853,500690410,,,CCM,Harris for President,,,,,,PO Box 58178,,Philadelphia,PA,191028178,G2024,,2024-10-27,94.15,0.00,In-kind: campaign events and phone banking,,C00703975,,,Harris,Kamala,,,,P,,00,,,,,,,,
SB23,C00235853,500689885,,,PAC,Harris Victory Fund,,,,,,430 S Capitol St SE,,Washington,DC,200034024,G2024,,2024-10-18,30000.00,0.00,Contribution to be allocated to state party federal committees,,C00744946,Harris Victory Fund,,,,,,,,,,,,,,,,,"See memo items for state federal committees in: AK,MT,FL,IA,KS,ME,MN,NE,NC,OH."
SB23,C00235853,500692479,,,PAC,Human Rights Campaign Equality Votes PAC,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-10-24,75000.00,0.00,Contribution,,C00508440,Human Rights Campaign Equality Votes PAC,,,,,,,,,,,,,,,,,
SB23,C00235853,500689890,,,PTY,Iowa Democratic Party,,,,,,5661 Fleur Dr,,Des Moines,IA,503212841,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00035600,Iowa Democratic Party,,,,,,,,,,,,,,,,X,* 2020
SB23,C00235853,500689891,,,PTY,Kansas Democratic Party - Federal,,,,,,PO Box 1914,,Topeka,KS,666011914,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00019380,Kansas Democratic Party - Federal,,,,,,,,,,,,,,,,X,*
SB23,C00235853,500689892,,,PTY,Maine Democratic Party,,,,,,320 Water St,Fl 3,Augusta,ME,043304644,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00179408,Maine Democratic Party,,,,,,,,,,,,,,,,X,*
SB23,C00235853,500689554,,,PTY,Michigan Democratic Party State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,G2024,,2024-10-17,442.60,0.00,In-kind: GOTV phones and doors,,C00031054,Michigan Democratic Party State Central Committee,,,,,,,,,,,,,,,,,
SB23,C00235853,500692727,,,PTY,Michigan Democratic Party State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,G2024,,2024-11-02,3709.33,0.00,In-kind: GOTV phones and doors,,C00031054,Michigan Democratic Party State Central Committee,,,,,,,,,,,,,,,,,
SB23,C00235853,500689893,,,PTY,Minnesota Democratic-Farmer-Labor Party,,,,,,255 Plato Blvd E,,Saint Paul,MN,551071623,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00025254,Minnesota Democratic-Farmer-Labor Party,,,,,,,,,,,,,,,,X,* 2020
SB23,C00235853,500689888,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,G2024,,2024-10-18,5000.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00010033,Montana Democratic Party,,,,,,,,,,,,,,,,X,* 2020
SB23,C00235853,500689894,,,PTY,Nebraska Democratic Party,,,,,,3701 O St,Ste 200,Lincoln,NE,685101607,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00003988,Nebraska Democratic Party,,,,,,,,,,,,,,,,X,* 2020
SB23,C00235853,500689556,,,PTY,Nevada State Democratic Party,,,,,,2310 Paseo Del Prado,Ste A120,Las Vegas,NV,891020045,G2024,,2024-10-17,144.00,0.00,In-kind: GOTV phones and doors,,C00208991,Nevada State Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00235853,500692729,,,PTY,Nevada State Democratic Party,,,,,,2310 Paseo Del Prado,Ste A120,Las Vegas,NV,891020045,G2024,,2024-11-02,1701.77,0.00,In-kind: GOTV phones and doors,,C00208991,Nevada State Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00235853,500689557,,,PTY,New York State Democratic Committee,,,,,,64 Beaver St,# 210,New York,NY,100042508,G2024,,2024-10-17,855.36,0.00,In-kind: GOTV phones and doors,,C00143230,New York State Democratic Committee,,,,,,,,,,,,,,,,,
SB23,C00235853,500692730,,,PTY,New York State Democratic Committee,,,,,,64 Beaver St,# 210,New York,NY,100042508,G2024,,2024-11-02,926.81,0.00,In-kind: GOTV phones and doors,,C00143230,New York State Democratic Committee,,,,,,,,,,,,,,,,,
SB23,C00235853,500689555,,,PTY,North Carolina Democratic Party - Federal,,,,,,PO Box 1926,,Raleigh,NC,276021926,G2024,,2024-10-17,317.74,0.00,In-kind: GOTV phones and doors,,C00165688,North Carolina Democratic Party - Federal,,,,,,,,,,,,,,,,,
SB23,C00235853,500689895,,,PTY,North Carolina Democratic Party - Federal,,,,,,PO Box 1926,,Raleigh,NC,276021926,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00165688,North Carolina Democratic Party - Federal,,,,,,,,,,,,,,,,X,*
SB23,C00235853,500692728,,,PTY,North Carolina Democratic Party - Federal,,,,,,PO Box 1926,,Raleigh,NC,276021926,G2024,,2024-11-02,461.48,0.00,In-kind: GOTV phones and doors,,C00165688,North Carolina Democratic Party - Federal,,,,,,,,,,,,,,,,,
SB23,C00235853,500689896,,,PTY,Ohio Democratic Party - Federal,,,,,,697 E Broad St,Ste 101,Columbus,OH,432153948,G2024,,2024-10-18,2500.00,0.00,"Contribution allocated through the Harris Victory Fund, see Schedule B, 23.",,C00016899,Ohio Democratic Party - Federal,,,,,,,,,,,,,,,,X,* 2020
