form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00773234,SB21B.4835,,,ORG,Barclays,,,,,,PO Box 60517,,City of Industry,CA,91716,O2024,Other,2024-11-08,1322.10,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4835.0,SB21B.4835,SB21B,ORG,The Point,,,,,,2100 2nd St SW,,Washington,DC,20024,,,2024-09-11,225.20,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.1,SB21B.4835,SB21B,ORG,New Congressional Liquor & Deli,,,,,,404 1st St SE,,Washington,DC,20003,,,2024-09-17,69.47,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.2,SB21B.4835,SB21B,ORG,Capital Grille,,,,,,601 Pennsylvania Ave NW,,Washington,DC,20004,,,2024-09-18,182.16,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.4,SB21B.4835,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-09-19,32.27,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.5,SB21B.4835,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-09-19,33.89,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.6,SB21B.4835,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-09-19,20.73,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.7,SB21B.4835,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-09-19,20.73,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.8,SB21B.4835,SB21B,ORG,Tune Inn Inc.,,,,,,331 1-2 Pennsylvania Ave SE,,Washington,DC,20003,,,2024-09-20,72.80,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.9,SB21B.4835,SB21B,ORG,Sichuan Pavilion,,,,,,1814 K St NW,,Washington,DC,20006,,,2024-09-19,256.55,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.10,SB21B.4835,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-09-21,122.92,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.12,SB21B.4835,SB21B,ORG,Tune Inn Inc.,,,,,,331 1-2 Pennsylvania Ave SE,,Washington,DC,20003,,,2024-09-26,57.30,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4835.13,SB21B.4835,SB21B,ORG,Amazon,,,,,,440 Terry Ave N,,Seattle,WA,98109,,,2024-09-25,148.33,,Office Supplies,,,,,,,,,,,,,,,,,,,X,
