form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00033555,SB23.360663,,,PAC,AUSTIN SCOTT FOR CONGRESS INC,,,,,,PO BOX 2530,,TIFTON,GA,31793,G2024,,2024-10-03,2000.00,,Campaign Contribution,011,C00482737,AUSTIN SCOTT FOR CONGRESS INC,,,,,,,,,,,,,,,,,
SB23,C00033555,SB23.360661,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-10-03,5000.00,,Campaign Contribution,011,C00837484,BERNIE MORENO FOR SENATE,,,,,,,S,OH,00,,,,,,,,
SB23,C00033555,SB23.360676,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-10-03,2000.00,,campaign contribution,011,C00849844,ELECTGABEEVANS.COM,,,,,,,H,CO,08,,,,,,,,
SB23,C00033555,SB23.360651,,,CCM,HOGAN FOR MARYLAND INC.,,,,,,2077 SOMERVILLE ROAD,SUITE 206,ANNAPOLIS,MD,21401,G2024,,2024-10-03,5000.00,,Campaign Contribution,011,C00869016,HOGAN FOR MARYLAND INC.,,,,,,,S,MD,00,,,,,,,,
SB23,C00033555,SB23.360675,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-10-03,2000.00,,Campaign Contribution,011,C00808279,JOHN DUARTE FOR CONGRESS,,,,,,,H,CA,13,,,,,,,,
SB23,C00033555,SB23.360671,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,13203 SE 172ND AVE,STE 166 #399,HAPPY VALLEY,OR,97086,G2024,,2024-10-03,2000.00,,Campaign Contribution,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,,H,OR,05,,,,,,,,
SB23,C00033555,SB23.360654,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 130708,,TAMPA,FL,33681,G2024,,2024-10-03,5000.00,,Campaign Contribution,011,C00676965,RICK SCOTT FOR FLORIDA,,,,,,,S,FL,00,,,,,,,,
SB23,C00033555,SB23.360666,,,CCM,RICK W. ALLEN FOR CONGRESS,,,,,,P. O. BOX 338,,AUGUSTA,GA,30903,G2024,,2024-10-03,2000.00,,Campaign Contribution,011,C00504019,RICK W. ALLEN FOR CONGRESS,,,,,,,H,GA,12,,,,,,,,
SB23,C00033555,SB23.360655,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,G2024,,2024-10-03,5000.00,,Campaign Contribution,011,C00845032,SAM BROWN FOR NEVADA,,,,,,,S,NV,00,,,,,,,,
SB23,C00033555,SB23.360664,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,P O BOX 909,,COLUMBUS,GA,31902,G2024,,2024-10-03,2000.00,,Campaign Contribution,011,C00266940,SANFORD BISHOP FOR CONGRESS,,,,,,,H,GA,02,,,,,,,,
