form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00585687,XB241,,,ORG,BI-RITE MARKET,,,,,,550 DIVISADERO STREET,,SAN FRANCISCO,CA,94117,G2024,,2024-06-04,394.17,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,001,C00650408,,,MORSE,JESSICA,,,,H,CA,04,JESSICA MORSE FOR CONGRESS,"1079 SUNRISE AVE, SUITE B275",,ROSEVILLE,CA,95661,,
SB23,C00585687,XB242,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,G2024,,2024-06-04,47.50,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00650408,,,MORSE,JESSICA,,,,H,CA,04,JESSICA MORSE FOR CONGRESS,"1079 SUNRISE AVE, SUITE B275",,ROSEVILLE,CA,95661,,
SB23,C00585687,XB240,,,ORG,BI-RITE MARKET,,,,,,550 DIVISADERO STREET,,SAN FRANCISCO,CA,94117,G2024,,2024-06-13,512.66,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,001,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,,DEBBIE FOR FLORIDA,PO BOX 432250,,SOUTH MIAMI,FL,33243,,
SB23,C00585687,XB239,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,G2024,,2024-06-13,48.15,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,,DEBBIE FOR FLORIDA,PO BOX 432250,,SOUTH MIAMI,FL,33243,,
SB23,C00585687,XB238,,,ORG,WHOLE FOODS MARKET,,,,,,2001 MARKET STREET,,SAN FRANCISCO,CA,94114,G2024,,2024-06-13,31.18,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,,DEBBIE FOR FLORIDA,PO BOX 432250,,SOUTH MIAMI,FL,33243,,
SB23,C00585687,BB113,,,ORG,ADA'S CAFE,,,,,,839 NORTHAMPTON DRIVE,,PALO ALTO,CA,94303,,,2024-06-25,600.19,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,003,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,X,
SB23,C00585687,XB235,,,ORG,AMAZON.COM,,,,,,410 TERRY AVENUE NORTH,,SEATTLE,WA,98109,G2024,,2024-06-25,48.86,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,001,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,XB237,,,ORG,KM2 WINES LLC,,,,,,1690 HAYES STREET,,SAN FRANCISCO,CA,94117,G2024,,2024-06-25,500.00,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,XB236,,,ORG,MISSION PICNIC,,,,,,983 VALENCIA STREET,,SAN FRANCISCO,CA,94110,G2024,,2024-06-25,473.78,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,001,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,XB233,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,G2024,,2024-06-25,11.35,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,XB234,,,ORG,SAFEWAY,,,,,,2020 MARKET STREET,,SAN FRANCISCO,CA,94114,G2024,,2024-06-25,90.13,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,EB3264,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO BOX 432250,,SOUTH MIAMI,FL,33243,G2024,,2024-06-29,2500.00,,CONTRIBUTION,011,C00848648,DEBBIE FOR FLORIDA,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,,,,,,,,,
SB23,C00585687,EB3263,,,CCM,ROSEN FOR NEVADA,,,,,,PO BOX 27195,,LAS VEGAS,NV,89126,G2024,,2024-06-29,2500.00,,CONTRIBUTION,011,C00606939,ROSEN FOR NEVADA,,ROSEN,JACKY,,,,S,NV,,,,,,,,,
