form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00755173,SB23.2000,,,CCM,COLE FOR CONGRESS,,,,,,PO BOX 722256,,NORMAN,OK,73070,P2024,,2024-06-05,5000.00,,CONTRIBUTION,,,,H2OK04055,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00755173,SB23.2001,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,PO BOX 700442,,SAN ANTONIO,TX,78270,O2024,RECOUNT,2024-06-08,5000.00,,CONTRIBUTION-RECOUNT,,,,H0TX35015,GONZALES,ERNEST,ANTHONY,,II,H,TX,23,  ,,,,,,,
SB23,C00755173,SB23.2002,,,CCM,ZINKE FOR CONGRESS,,,,,,PO BOX 1597,,HELENA,MT,59624,G2024,,2024-06-11,5000.00,,CONTRIBUTION,,,,H4MT01041,ZINKE,RYAN,,,,H,MT,01,  ,,,,,,,
SB23,C00755173,SB23.2003,,,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE,#236,MIAMI,FL,33174,P2024,,2024-06-18,2500.00,,CONTRIBUTION,,,,H0FL26036,GIMENEZ,CARLOS,,,,H,FL,28,  ,,,,,,,
SB23,C00755173,SB23.2004,,,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE,#236,MIAMI,FL,33174,G2024,,2024-06-18,2500.00,,CONTRIBUTION,,,,H0FL26036,GIMENEZ,CARLOS,,,,H,FL,28,  ,,,,,,,
SB23,C00755173,SB23.2005,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE ,NY,13220,P2024,,2024-06-20,1500.00,,CONTRIBUTION,,,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00755173,SB23.2006,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE ,NY,13220,G2024,,2024-06-20,500.00,,CONTRIBUTION,,,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00755173,SB23.2010,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2024-06-20,2500.00,,CONTRIBUTION,,,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00755173,SB23.2007,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,G2024,,2024-06-20,2500.00,,CONTRIBUTION,,,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00755173,SB23.2008,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,G2024,,2024-06-20,2500.00,,CONTRIBUTION,,,,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,  ,,,,,,,
SB23,C00755173,SB23.2009,,,CCM,MONICA FOR CONGRESS,,,,,,1317 W FRONTAGE RD,STE A,ALAMO,TX,78516,G2024,,2024-06-20,2500.00,,CONTRIBUTION,,,,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,  ,,,,,,,
SB23,C00755173,SB23.2011,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-06-26,5000.00,,CONTRIBUTION,,,,H4CO08034,EVANS,TIMOTHY,GABRIEL JOSEPH,,,H,CO,08,  ,,,,,,,
SB23,C00755173,SB23.2012,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,G2024,,2024-06-28,5000.00,,CONTRIBUTION,,,,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,  ,,,,,,,
