form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00133561,SB23.4496,,,PAC,77 PAC,,,,,,9400 Brodway Ext St 600,,Okalhoma City,OK,73114,G2024,,2024-07-03,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4499,,,COM,Adam Pugh for State Senate 2024,,,,,,4625 Spectacular Bid Ave,,Edmond,OK,73025,P2024,,2024-07-24,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4500,,,PAC,Bingman for Corporation Commission,,,,,,1502 E McKinley Ave,,Sapulpa,OK,74066,G2024,,2024-08-14,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4495,,,COM,Blake Cowboy Stephens for Senator 2024,,,,,,21180 E 663 RD,,Tahlequah,OK,74464,P2024,,2024-07-02,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4498,,,COM,Friends of Greg McCortney 2024,,,,,,1816 E 15th St,,Ada,OK,74820,P2024,,2024-08-13,3000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4494,,,COM,Friends of Lonnie Paxton,,,,,,PO BOX 7,,Tuttle,OK,73089,P2024,,2024-07-10,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4501,,,PAC,FUNDING DEVELOPING LEADERSHIP POLITICAL ACTION COMMITTEE AKA FDL PAC,,,,,,"701 8TH STREET, NW",SUITE 500,WASHINGTON,DC,20001,G2024,,2024-09-03,5000.00,,,,C00489906,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4497,,,COM,George H Burns 2024,,,,,,380 Burnstone Ridge,,Haworth,OK,74740,P2024,,2024-07-30,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4505,,,CCM,JOSH BRECHEEN FOR CONGRESS,,,,,,4019 W Highway 70 #310,,Durant,OK,74701,G2024,,2024-07-29,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00133561,SB23.4513,,,CCM,Mullin Victory Fund,,,,,,228 S. Washington St.,,Alexandria,VA,22314,P2026,,2024-08-20,1000.00,,,,,,,,,,,,,,,,,,,,,,
