form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00342766,SB29.20331,,,CCM,Aaron Reinhardt for State Senate,,,,,,707 E. 131st Street,,Jenks,OK,74037,G2024,,2024-07-23,1000.00,,contribution,,,,,,,,,,S,OK,37,,,,,,,,
SB29,C00342766,SB29.20327,,,CCM,Amy Walen for State House,,,,,,P. O. Box 853,,Redmond,WA,98072,G2024,,2024-07-23,1000.00,,contribution,,,,,,,,,,H,WA,,,,,,,,,
SB29,C00342766,SB29.20312,,,CCM,Annette Cleveland for State Senate,,,,,,P. O. Box 40449,,Olympia,WA,985040449,G2024,,2024-07-23,600.00,,contribution,,,,,,,,,,S,WA,49,,,,,,,,
SB29,C00342766,SB29.20360,,,CCM,Archie for District 2 2024,,,,,,6377 S. 29th West Place,,Tulsa,OK,74132,G2024,,2024-08-22,500.00,,contribution,,,,,,,,,,,OK,02,,,,,,,,
SB29,C00342766,SB29.20412,,,CCM,Blake Carpenter for Kansas House,,,,,,1300 E. Meadowlark Blvd,Apt 2-203,Derby,KS,67037,G2024,,2024-09-18,250.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00342766,SB29.20392,,,CCM,Campaign to Elect Peter Browning,,,,,,P. O.  Box 2206,,Mount Vernon,WA,98233,G2024,,2024-08-22,1200.00,,contribution,,,,,,,,,,,,02,,,,,,,,
SB29,C00342766,SB29.20414,,,CCM,Carl Turner for Kansas House,,,,,,13001 El Monte Street,,Leawood,KS,66209,G2024,,2024-09-18,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00342766,SB29.20335,,,CCM,Carol Bush for Tulsa City Councilor 2024,,,,,,2829 E. 35th Street,,Tulsa,OK,74105,P2024,,2024-07-23,1000.00,,contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00342766,SB29.20618,,,CCM,Chris Croft for kansas House,,,,,,8909 W. 138th Street,,Overland,KS,66221,P2024,,2024-07-29,500.00,,contribution,,,,,,,,,,H,KS,,,,,,,,,
SB29,C00342766,SB29.20434,,,CCM,Coleman for Colorado,,,,,,5389 Liverpool Street,,Denver,CO,80249,G2024,,2024-09-18,225.00,,contribution,,,,,,,,,,S,CO,,,,,,,,,
SB29,C00342766,SB29.20350,,,PAC,Colorado Petroleum PAC,,,,,,P. O. Box 100275,,Denver,CO,80250,G2024,,2024-08-22,725.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00342766,SB29.20367,,,CCM,Committee to Elect Daniel Bonham,,,,,,P. O. Box 2142,,The Dalles,OR,97058,G2026,,2024-08-22,1250.00,,contribution,,,,,,,,,,S,OR,26,,,,,,,,
SB29,C00342766,SB29.20318,,,CCM,Curtis King for Senator,,,,,,P. O. Box 40414,,Olympia,WA,985040414,G2024,,2024-07-23,600.00,,contribution,,,,,,,,,,S,WA,14,,,,,,,,
SB29,C00342766,SB29.20430,,,CCM,Dafna for Colorado Leadership Fund,,,,,,16891 E 107th Avenue,,Commerce City,CO,80022,G2024,,2024-09-18,725.00,,contribution,,,,,,,,,,S,CO,,,,,,,,,
SB29,C00342766,SB29.20418,,,CCM,Dinah Sykes for Kansas Senate,,,,,,10227 Theden Circle,,Lenexa,KS,66220,G2024,,2024-09-18,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00342766,SB29.20432,,,CCM,Dylan Roberts for Colorado,,,,,,P. O.  Box 55,,Frisco,CO,80443,G2024,,2024-09-18,225.00,,contribution,,,,,,,,,,S,CO,,,,,,,,,
SB29,C00342766,SB29.20362,,,CCM,Families for Christian Bengel 2024,,,,,,13173 E. 29th Street,,Tulsa,OK,74134,G2024,,2024-08-22,500.00,,contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00342766,SB29.20308,,,CCM,Friends of Andrew Barkis,,,,,,P. O. Box 8728,,Lacey,WA,98509,G2024,,2024-07-23,600.00,,contribution,,,,,,,,,,H,WA,02,,,,,,,,
SB29,C00342766,SB29.20375,,,CCM,Friends of Christine Drazan,,,,,,P. O. Box 196,,Canby,OR,97013,G2024,,2024-08-22,500.00,,contribution,,,,,,,,,,H,OR,51,,,,,,,,
SB29,C00342766,SB29.20355,,,CCM,Friends of Dave Rader,,,,,,8086 South Yale Avenue,#200,Tulsa,OK,74136,G2024,,2024-08-22,1000.00,,contribution,,,,,,,,,,S,OK,,,,,,,,,
SB29,C00342766,SB29.20323,,,CCM,Friends of Drew Sokesbary,,,,,,P. O. Box 92,,Auburn,WA,98071,G2024,,2024-07-23,1000.00,,contribution,,,,,,,,,,H,WA,31,,,,,,,,
SB29,C00342766,SB29.20383,,,CCM,Friends of Em Levy,,,,,,P. O. Box 6625,,Bend,OR,97708,G2024,,2024-08-22,750.00,,contribution,,,,,,,,,,H,OR,53,,,,,,,,
SB29,C00342766,SB29.20371,,,CCM,Friends of Janeen Sollman,,,,,,1260 NE Horizon Loop,,Hillsboro,OR,97124,G2026,,2024-08-22,750.00,,contribution,,,,,,,,,,S,OR,15,,,,,,,,
SB29,C00342766,SB29.20379,,,CCM,Friends of Jeff Helfrich,,,,,,2149 Cascade Avenue,Suite 106A-216,Hood River,OR,97031,G2024,,2024-08-22,1250.00,,contribution,,,,,,,,,,H,OR,52,,,,,,,,
SB29,C00342766,SB29.20314,,,CCM,Friends of Joe Fitzgibbon,,,,,,P. O. Box 66235,,Burien,WA,98166,G2024,,2024-07-23,1000.00,,contribution,,,,,,,,,,H,WA,34,,,,,,,,
SB29,C00342766,SB29.20386,,,CCM,Friends of John Lively,,,,,,1186 West D Street,,Springfield,OR,97477,G2024,,2024-09-20,750.00,,contribution,,,,,,,,,,H,OR,07,,,,,,,,
SB29,C00342766,SB29.20321,,,CCM,Friends of Larry Springer,,,,,,10536 NE 122nd Street,,Kirkland,WA,98034,G2024,,2024-07-23,1000.00,,contribution,,,,,,,,,,H,WA,45,,,,,,,,
SB29,C00342766,SB29.20358,,,CCM,Friends of Lonnie Paxton 2024,,,,,,1408 State Highway 37,,Tuttle,OK,73089,G2024,,2024-08-22,1000.00,,contribution,,,,,,,,,,S,OK,,,,,,,,,
SB29,C00342766,SB29.20388,,,CCM,Friends of Susan McLain,,,,,,P. O. Box 3891,,Hillsboro,OR,97123,G2026,,2024-08-22,500.00,,contribution,,,,,,,,,,H,OR,29,,,,,,,,
SB29,C00342766,SB29.20620,,,ORG,Frost Bank,,,,,,P. O. Box 1315,,Houston,TX,77002,,,2024-09-04,111.34,,check printing fee,,,,,,,,,,,,,,,,,,,,
SB29,C00342766,SB29.20369,,,PAC,"Future PAC, House Builders",,,,,,P. O. Box 42307,,Portland,OR,97242,G2024,,2024-08-22,1250.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00342766,SB29.20377,,,CCM,Gomberg for State Rep,,,,,,P. O. Box 113,,Neotsu,OR,97364,G2024,,2024-08-22,500.00,,contribution,,,,,,,,,,H,OR,10,,,,,,,,
SB29,C00342766,SB29.20316,,,CCM,Hackney for the 11th,,,,,,P. O. Box 12066,,Seattle,WA,98102,G2024,,2024-07-23,600.00,,contribution,,,,,,,,,,H,WA,11,,,,,,,,
SB29,C00342766,SB29.20428,,,CCM,Hansen for Colorado,,,,,,1177 Newport Street,,Denver,CO,80220,G2024,,2024-09-18,225.00,,contribution,,,,,,,,,,S,CO,,,,,,,,,
SB29,C00342766,SB29.20329,,,CCM,Karen Keith for Tulsa Mayor 2024,,,,,,1348 E. 35th Street,,Tulsa,OK,74105,P2024,,2024-07-23,2500.00,,contribution,,,,,,,,,,,OK,,,,,,,,,
