form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00816124,SB21B.4330,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,P2024,,2024-07-01,446.96,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4332,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,P2024,,2024-07-03,1341.78,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4333,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,P2024,,2024-07-05,856.47,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4334,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,P2024,,2024-07-05,556.87,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4342,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,P2024,,2024-07-09,7754.96,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4346,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,G2024,,2024-07-11,611.45,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4351,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,G2024,,2024-07-16,148.99,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4354,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,G2024,,2024-07-18,208.73,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4363,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,G2024,,2024-07-25,422.85,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
SB21B,C00816124,SB21B.4359,,,ORG,American Airlines,,,,,,P.O. Box 619616,,DFW Airport,TX,75261,G2024,,2024-07-29,608.00,,Travel,,C00816124,PATRIOT FREEDOM PAC INC,,,,,,,,,,,,,,,,,
