form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00079681,500065152,,,CCM,BERGMANFORCONGRESS,,,,,,N3465 Sylvan Isle Dr,,Watersmeet,MI,499699728,P2024,,2023-01-23,5000.00,0.00,2024 Primary,011,C00614214,,,BERGMAN,JOHN,,,,H,MI,01,,,,,,,,2024 Primary Election
SB23,C00079681,500065153,,,PAC,Blue Dog PAC,,,,,,412 1st St SE,Ste 100,Washington,DC,200031804,O2024,2024 Contribution,2023-01-23,5000.00,0.00,2024 Contribution,,C00305318,Blue Dog PAC,,,,,,,,,,,,,,,,,
SB23,C00079681,500065169,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,PO Box 137,,Spokane,WA,992100137,P2024,,2023-01-25,2500.00,0.00,Primary 2024,011,C00390476,,,MCMORRIS RODGERS,CATHY,,,,H,WA,05,,,,,,,,
SB23,C00079681,500065163,,,CCM,Citizens for John Rutherford,,,,,,2308 Mount Vernon Ave,Ste 337,Alexandria,VA,223011328,P2024,,2023-01-25,5000.00,0.00,Primary 2024,011,C00615294,,,,John,Rutherford,,,H,FL,04,,,,,,,,
SB23,C00079681,500065158,,,CCM,DEB FISCHER FOR US SENATE,,,,,,PO Box 83287,,Lincoln,NE,685013287,G2024,,2023-01-25,5000.00,0.00,General 2024,011,C00498907,,,FISCHER,DEBRA,S.,,,S,NE,00,,,,,,,,
SB23,C00079681,500065168,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO Box 923,,New Ulm,MN,560730923,P2024,,2023-01-25,5000.00,0.00,2024 Primary,011,C00807743,,,FINSTAD,BRAD,,,,H,MN,01,,,,,,,,
SB23,C00079681,500065164,,,CCM,FRIENDS OF MICHAEL GUEST,,,,,,700 Pennsylvania Ave SE,Ste 2056,Washington,DC,200032493,P2024,,2023-01-25,2500.00,0.00,Primary 2024,011,C00665752,,,GUEST,MICHAEL,,,,H,MS,03,,,,,,,,
SB23,C00079681,500065156,,,CCM,Guy for Congress,,,,,,PO Box 23177,,Pittsburgh,PA,152226177,P2024,,2023-01-25,2500.00,0.00,2024 Primary,011,C00657833,,,RESCHENTHALER,GUY,,Mr.,,H,PA,14,,,,,,,,
SB23,C00079681,500065167,,,CCM,JEFF DUNCAN FOR CONGRESS,,,,,,PO Box 845,,Laurens,SC,293600845,P2024,,2023-01-25,2500.00,0.00,Primary 2024,011,C00460550,,,DUNCAN,JEFFREY,MR.,,,H,SC,03,,,,,,,,
SB23,C00079681,500065154,,,CCM,Jim Costa for Congress,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,P2024,,2023-01-23,5000.00,0.00,2024 Primary,011,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00079681,500065157,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO Box 103,,Carmel Valley,CA,939240103,P2024,,2023-01-25,5000.00,0.00,Primary- 2024,011,C00592154,,,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
SB23,C00079681,500065166,,,CCM,JONI FOR IOWA,,,,,,2300 Clarendon Blvd,Ste 1306,Arlington,VA,222013386,P2026,,2023-01-25,5000.00,0.00,2026 Primary,011,C00546788,,,ERNST,JONI,K,,,S,IA,00,,,,,,,,
SB23,C00079681,500065165,,,CCM,LaHood for Congress,,,,,,PO Box 10735,,Peoria,IL,616120735,P2024,,2023-01-25,5000.00,0.00,Primary 2024,011,C00575050,,,LAHOOD,DARIN,,,,H,IL,18,,,,,,,,
SB23,C00079681,500065155,,,CCM,Latta for Congress,,,,,,PO Box 106,,Bowling Green,OH,434020106,P2024,,2023-01-23,5000.00,0.00,Primary 2024,011,C00438697,,,LATTA,ROBERT EDWARD,,,,H,OH,05,,,,,,,,
SB23,C00079681,500065159,,,CCM,MCCONNELL FOR MAJORITY LEADER COMMITTEE,,,,,,228 S Washington St,Ste 115,Alexandria,VA,223145404,O2024,2024 Contribution,2023-01-25,2500.00,0.00,2024 Contribution,,C00548651,,,MCCONNELL,MITCH,,,,S,KY,00,,,,,,,,
SB23,C00079681,500065162,,,CCM,Mike Kelly for Congress,,,,,,PO Box 476,,Lyndora,PA,160450476,P2024,,2023-01-25,2500.00,0.00,2024 Primary,011,C00474189,,,KELLY,GEORGE,J,,JR,H,PA,16,,,,,,,,
SB23,C00079681,500065161,,,CCM,Moolenaar for Congress,,,,,,5915 Eastman Ave,Ste 100,Midland,MI,486406824,P2024,,2023-01-25,5000.00,0.00,2024 Primary,011,C00561530,,,MOOLENAAR,JOHN,,,,H,MI,04,,,,,,,,
SB23,C00079681,500065160,,,CCM,SMUCKER FOR CONGRESS,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-01-25,2500.00,0.00,2024 Primary,011,C00599464,,,SMUCKER,LLOYD,K.,,,H,PA,11,,,,,,,,
