form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00163832,B867028,,,CCM,Aaron Bean For Congress,,,,,,2640A Mitcham Drive,,Tallahassee,FL,32308,G2024,,2024-05-13,2000.00,,Contribution,011,C00816983,,H2FL04211,Bean,Aaron,P,,,H,FL,04,,,,,,,,
SB23,C00163832,B870614,,,CCM,Andre Carson for Congress,,,,,,P.O. Box 1863,,Indianapolis,IN,46206,G2024,,2024-05-13,2000.00,,Contribution,011,C00442921,,H8IN07184,Carson,Andre,,,,H,IN,07,,,,,,,,
SB23,C00163832,B870619,,,CCM,Citizens for John Rutherford,,,,,,3030 Hartley Rd. #120,,Jacksonville,FL,32257,G2024,,2024-05-13,2000.00,,Contribution,011,C00615294,,H6FL04105,Rutherford,John,,,,H,FL,05,,,,,,,,
SB23,C00163832,B870626,,,PAC,Common Values PAC,,,,,,901 N Washington St Suite 700,,Alexandria,VA,22314,O2024,Not Applicable,2024-05-13,5000.00,,Contribution,011,C00442368,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B870623,,,CCM,Crawford for Congress,,,,,,PO Box 16956,,Jonesboro,AR,72403,G2024,,2024-05-13,2000.00,,Contribution,011,C00462374,,H0AR01083,Crawford,Eric Alan Rick,,,,H,AR,01,,,,,,,,
SB23,C00163832,B870627,,,PAC,Dakota PAC,,,,,,PO Box 3206,,Bismarck,ND,58502,O2024,Not Applicable,2024-05-13,5000.00,,Contribution,011,C00493072,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B870625,,,CCM,Dr Brian Babin for Congress,,,,,,PO Box 159,,Woodville,TX,75979,G2024,,2024-05-13,2000.00,,Contribution,011,C00553859,,H6TX02079,Babin,Brian,,,,H,TX,36,,,,,,,,
SB23,C00163832,B870618,,,CCM,John James for Congress,,,,,,P.O. BOX 628,,SAINT CLAIR SHORES,MI,48080,P2024,,2024-05-13,2000.00,,Contribution,011,C00803502,,H2MI10150,James,John,,,,H,MI,10,,,,,,,,
SB23,C00163832,B870617,,,CCM,Moulton for Congress Committee,,,,,,P.O. Box 2013,,Salem,MA,01970,P2024,,2024-05-13,2000.00,,Contribution,011,C00547240,,H4MA06090,Moulton,Seth,,,,H,MA,06,,,,,,,,
SB23,C00163832,B870624,,,CCM,Quigley for Congress,,,,,,3223 N. Sheffield Suite B,,Chicago,IL,60657,G2024,,2024-05-13,2000.00,,Contribution,011,C00457556,,H0IL05096,Quigley,Mike,,,,H,IL,05,,,,,,,,
SB23,C00163832,B867027,,,PAC,Reclaim America PAC,,,,,,228 S. Washington St Ste 115,,Alexandria,VA,22314,O2024,Not Applicable,2024-05-13,5000.00,,Contribution,011,C00500025,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B871232,,,CCM,Rudy for Indiana,,,,,, 5776 Grape Road PMB #176,,Mishawaka,IN,46545,G2024,,2024-05-13,2000.00,,Contribution,011,C00822767,,H2IN02295,Yakym,Rudy,,,,H,IN,02,,,,,,,,
SB23,C00163832,B872938,,,CCM,Troy Carter for Congress,,,,,,P.O. Box 50730,,New Orleans,LA,70150,G2024,,2024-05-14,2500.00,,Contribution,011,C00763649,,H2LA02149,Carter,Troy,,,,H,LA,02,,,,,,,,
SB23,C00163832,B872941,,,PAC,All Hands Political Action Committee,,,,,,PO Box 3743,,Carmel,IN,46082,O2024,Not Applicable,2024-05-23,5000.00,,Contribution,011,C00687343,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B868625,,,CCM,Buddy Carter for Congress,,,,,,PO Box 10570,,Savannah,GA,31412,G2024,,2024-05-23,2500.00,,Contribution,011,C00543967,,H4GA01039,Carter,Buddy,,,,H,GA,01,,,,,,,,
SB23,C00163832,B868618,,,PAC,STEER PAC,,,,,,111 S Durbin St. Suite 300,,Casper,WY,82601,O2024,Not Applicable,2024-05-23,5000.00,,Contribution,011,C00762682,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B872943,,,PAC,Wild and Wonderful PAC,,,,,,332 W Lee Hwy #303,,Warrenton,VA,20186,O2024,Not Applicable,2024-05-23,5000.00,,Contribution,011,C00489336,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B872942,,,PAC,Congressional Black Caucus PAC,,,,,,413 New Jersey Avenue SE,,Washington,DC,20033,O2024,Not Applicable,2024-05-24,5000.00,,Contribution,011,C00147512,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B870620,,,PAC,Continuing America's Strength and Security PAC,,,,,,P.O. Box 80505,,Baton Rouge,LA,70898,O2024,Not Applicable,2024-05-24,5000.00,,Contribution,011,C00480228,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B868617,,,PAC,Fund for Americas Future,,,,,,P.O. Box 1373,,Columbia,SC,29202,O2024,Not Applicable,2024-05-24,5000.00,,Contribution,011,C00388934,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B868621,,,PAC,Perimeter PAC,,,,,,124 Washington Street Suite 101,,Foxboro,MA,02035,O2024,Not Applicable,2024-05-24,5000.00,,Contribution,011,C00544254,,,,,,,,,, ,,,,,,,,
SB23,C00163832,B874229,,,CCM,Banks for Senate,,,,,,P.O. Box 11431,,Fort Wayne,IN,46858,G2024,,2024-05-31,2000.00,,Contribution,011,C00577999,,H6IN03229,Banks,Jim,,,,S,IN, ,,,,,,,,
SB23,C00163832,B874228,,,CCM,Capito for West Virginia,,,,,,PO Box 11519,,Charleston,WV,25339,P2026,,2024-05-31,4000.00,,Contribution,011,C00539825,,S4WV00159,Capito,Shelley Moore,,,,S,WV, ,,,,,,,,
SB23,C00163832,B874227,,,CCM,Jim Justice for U.S. Senate,,,,,,3501 MacCorkle Ave. SE #131,,Charleston,WV,25304,G2024,,2024-05-31,2500.00,,Contribution,011,C00839100,,S4WV00332,Justice,Jim,,,,S,WV, ,,,,,,,,
